purchase_order_item_id,purchase_order_id,product_id,quantity,unit_cost
POI00008258,PO0004456,PRD00681,353,14615.35
POI00008259,PO0006579,PRD00129,355,14713.16
POI00008260,PO0003892,PRD00030,464,7017.62
POI00008261,PO0000599,PRD00285,492,8218.48
POI00008262,PO0007120,PRD00257,36,12479.22
POI00008263,PO0001354,PRD00479,373,11981.47
POI00008264,PO0006188,PRD00888,59,4306.34
POI00008265,PO0003919,PRD00012,209,14609.65
POI00008266,PO0009825,PRD00773,300,8251.54
POI00008267,PO0001578,PRD00053,50,10059.59
POI00008268,PO0007624,PRD00512,466,6184.28
POI00008269,PO0004271,PRD00588,182,11008.35
POI00008270,PO0001064,PRD00938,388,14690.74
POI00008271,PO0006679,PRD00148,140,12811.77
POI00008272,PO0004907,PRD00126,406,12322.6
POI00008273,PO0009995,PRD00067,104,10482.12
POI00008274,PO0006271,PRD00301,405,10700.19
POI00008275,PO0005948,PRD00043,249,6795.04
POI00008276,PO0008875,PRD00187,457,4183.24
POI00008277,PO0004943,PRD00855,64,11377.51
POI00008278,PO0008104,PRD00298,480,1909.75
POI00008279,PO0007833,PRD00741,103,13662.52
POI00008280,PO0002581,PRD00336,392,14628.24
POI00008281,PO0003883,PRD00990,384,4921.74
POI00008282,PO0000526,PRD00239,62,3839.78
POI00008283,PO0003486,PRD00888,171,4306.34
POI00008284,PO0000446,PRD00439,304,7978.91
POI00008285,PO0001974,PRD00490,98,13814.57
POI00008286,PO0001229,PRD00382,188,10379.13
POI00008287,PO0004372,PRD00805,486,6473.34
POI00008288,PO0008364,PRD00147,10,10379.48
POI00008289,PO0002917,PRD00610,425,3030.44
POI00008290,PO0006652,PRD00901,103,1036.08
POI00008291,PO0000057,PRD00589,271,13991.37
POI00008292,PO0003056,PRD00553,188,1373.39
POI00008293,PO0009851,PRD00577,455,5565.9
POI00008294,PO0008104,PRD00133,431,13122.92
POI00008295,PO0003485,PRD00739,454,7506.27
POI00008296,PO0000499,PRD00258,427,13278.68
POI00008297,PO0000780,PRD00551,245,6646.28
POI00008298,PO0005946,PRD00928,414,5618.25
POI00008299,PO0008341,PRD00169,408,8843.12
POI00008300,PO0004777,PRD00621,146,7979.13
POI00008301,PO0000243,PRD00369,29,11836.37
POI00008302,PO0009441,PRD00571,379,268.96
POI00008303,PO0004323,PRD00966,361,6230.08
POI00008304,PO0008348,PRD00561,283,5531.95
POI00008305,PO0004754,PRD00382,175,10379.13
POI00008306,PO0001102,PRD00283,395,14607.96
POI00008307,PO0003992,PRD00335,111,12393.64
POI00008308,PO0003784,PRD00215,471,7543.91
POI00008309,PO0000590,PRD00943,453,6024.16
POI00008310,PO0006819,PRD00520,156,12944.02
POI00008311,PO0008204,PRD00611,267,1908.11
POI00008312,PO0000349,PRD00693,175,12868.1
POI00008313,PO0004327,PRD00990,392,4921.74
POI00008314,PO0005940,PRD00328,141,13195.81
POI00008315,PO0005627,PRD00203,325,171.1
POI00008316,PO0000141,PRD00852,452,9836.31
POI00008317,PO0002665,PRD00118,216,13920.88
POI00008318,PO0007157,PRD00965,133,8131.85
POI00008319,PO0007466,PRD00385,321,11446.95
POI00008320,PO0008826,PRD00712,124,5380.83
POI00008321,PO0002753,PRD00603,65,3288.11
POI00008322,PO0002041,PRD00204,45,1118.21
POI00008323,PO0001418,PRD00814,442,14386.74
POI00008324,PO0005119,PRD00134,85,10858.86
POI00008325,PO0004793,PRD00855,425,11377.51
POI00008326,PO0008486,PRD00972,326,3371.24
POI00008327,PO0000895,PRD00390,121,6845.21
POI00008328,PO0000220,PRD00059,307,7096.98
POI00008329,PO0007194,PRD00618,394,7236.89
POI00008330,PO0004866,PRD00966,17,6230.08
POI00008331,PO0001340,PRD00238,347,1063.4
POI00008332,PO0009020,PRD00972,456,3371.24
POI00008333,PO0001313,PRD00209,91,9137.57
POI00008334,PO0004635,PRD00520,134,12944.02
POI00008335,PO0000464,PRD00780,389,12595.14
POI00008336,PO0006495,PRD00093,457,12182.24
POI00008337,PO0002614,PRD00663,367,8339.74
POI00008338,PO0006530,PRD00425,276,7731.22
POI00008339,PO0005889,PRD00853,333,2077.51
POI00008340,PO0001930,PRD00853,481,2077.51
POI00008341,PO0008417,PRD00761,241,9679.51
POI00008342,PO0002031,PRD00432,352,6955.57
POI00008343,PO0003868,PRD00348,338,10382.26
POI00008344,PO0008092,PRD00587,468,7001.79
POI00008345,PO0006530,PRD00575,167,4003.21
POI00008346,PO0006232,PRD00479,46,11981.47
POI00008347,PO0006261,PRD00659,311,2838.43
POI00008348,PO0009730,PRD00526,150,2102.99
POI00008349,PO0008836,PRD00583,142,2755.82
POI00008350,PO0007829,PRD00974,345,12813.95
POI00008351,PO0005104,PRD00102,435,6423.07
POI00008352,PO0005445,PRD00445,304,6126.75
POI00008353,PO0004425,PRD00488,97,6731.02
POI00008354,PO0003679,PRD00034,125,12113.92
POI00008355,PO0008689,PRD00088,288,759.09
POI00008356,PO0008261,PRD00544,290,6484.13
POI00008357,PO0000408,PRD00313,142,9405.33
POI00008358,PO0009169,PRD00372,131,12777.81
POI00008359,PO0009454,PRD00124,494,8304.87
POI00008360,PO0000174,PRD00623,391,11479.62
POI00008361,PO0009360,PRD00282,427,6599.31
POI00008362,PO0002726,PRD00444,442,9833.74
POI00008363,PO0002331,PRD00393,165,755.72
POI00008364,PO0000208,PRD00073,177,7015.92
POI00008365,PO0002381,PRD00613,171,2658.28
POI00008366,PO0003135,PRD00060,171,9780.15
POI00008367,PO0005821,PRD00119,289,510.73
POI00008368,PO0000214,PRD00262,60,10465.39
POI00008369,PO0003295,PRD00129,137,14713.16
POI00008370,PO0001182,PRD00655,452,136.93
POI00008371,PO0009347,PRD00875,49,6782.11
POI00008372,PO0001580,PRD00197,237,14528.51
POI00008373,PO0009625,PRD00006,424,12453.87
POI00008374,PO0004812,PRD00394,480,14023.98
POI00008375,PO0004794,PRD00885,488,14081.25
POI00008376,PO0002693,PRD00735,150,8245.45
POI00008377,PO0004712,PRD00625,150,8920.39
POI00008378,PO0003603,PRD00522,150,2556.45
POI00008379,PO0006737,PRD00589,281,13991.37
POI00008380,PO0004874,PRD00464,191,471.83
POI00008381,PO0008124,PRD00640,44,14055.38
POI00008382,PO0005808,PRD00774,398,7426.94
POI00008383,PO0002369,PRD00687,136,6890.21
POI00008384,PO0003168,PRD00893,74,14877.64
POI00008385,PO0008594,PRD00702,103,12933.45
POI00008386,PO0005252,PRD00001,18,9837.33
POI00008387,PO0008571,PRD00497,343,9476.02
POI00008388,PO0000180,PRD00817,493,13482.36
POI00008389,PO0007736,PRD00605,301,3961.69
POI00008390,PO0003839,PRD00337,205,11344.08
POI00008391,PO0003027,PRD00915,37,10437.34
POI00008392,PO0006103,PRD00958,442,1630.61
POI00008393,PO0008941,PRD00909,426,11074.93
POI00008394,PO0004609,PRD00456,96,14536.29
POI00008395,PO0003389,PRD00130,35,731.22
POI00008396,PO0003239,PRD00972,295,3371.24
POI00008397,PO0007337,PRD00423,19,13733.69
POI00008398,PO0001597,PRD00779,458,14460.71
POI00008399,PO0009528,PRD00640,47,14055.38
POI00008400,PO0003923,PRD00127,47,12989.69
POI00008401,PO0002359,PRD00902,476,10889.46
POI00008402,PO0002786,PRD00529,89,7382.72
POI00008403,PO0000847,PRD00048,332,1009.0
POI00008404,PO0007333,PRD00386,315,7920.56
POI00008405,PO0008178,PRD00895,456,8698.56
POI00008406,PO0009889,PRD00957,180,8262.63
POI00008407,PO0005444,PRD00564,472,9458.27
POI00008408,PO0005877,PRD00063,113,7018.31
POI00008409,PO0004331,PRD00318,284,13343.83
POI00008410,PO0001559,PRD00283,190,14607.96
POI00008411,PO0005077,PRD00034,180,12113.92
POI00008412,PO0001414,PRD00226,224,7002.18
POI00008413,PO0000151,PRD00957,241,8262.63
POI00008414,PO0007142,PRD00416,61,5875.21
POI00008415,PO0003811,PRD00077,450,3244.83
POI00008416,PO0008797,PRD00182,299,11205.33
POI00008417,PO0008868,PRD00765,395,1393.26
POI00008418,PO0008966,PRD00888,179,4306.34
POI00008419,PO0003516,PRD00098,321,2423.29
POI00008420,PO0006037,PRD00262,277,10465.39
POI00008421,PO0004497,PRD00853,167,2077.51
POI00008422,PO0008321,PRD00653,323,9936.12
POI00008423,PO0005706,PRD00661,97,8498.56
POI00008424,PO0008211,PRD00509,276,7385.46
POI00008425,PO0002266,PRD00854,282,7572.34
POI00008426,PO0001509,PRD00868,233,9943.76
POI00008427,PO0005951,PRD00629,249,377.33
POI00008428,PO0002930,PRD00863,496,7788.61
POI00008429,PO0005075,PRD00146,486,1182.02
POI00008430,PO0009185,PRD00251,414,3571.32
POI00008431,PO0008825,PRD00374,112,290.14
POI00008432,PO0006700,PRD00703,300,2890.33
POI00008433,PO0006902,PRD00063,247,7018.31
POI00008434,PO0004634,PRD00435,25,11483.94
POI00008435,PO0005350,PRD00327,317,11465.77
POI00008436,PO0002840,PRD00732,494,5677.87
POI00008437,PO0000870,PRD00299,461,14959.16
POI00008438,PO0001547,PRD00371,225,6858.89
POI00008439,PO0005329,PRD00037,183,9868.39
POI00008440,PO0003833,PRD00439,236,7978.91
POI00008441,PO0006155,PRD00631,108,968.57
POI00008442,PO0002672,PRD00927,181,9238.3
POI00008443,PO0004626,PRD00200,320,12689.72
POI00008444,PO0004645,PRD00505,462,10107.88
POI00008445,PO0006112,PRD00661,264,8498.56
POI00008446,PO0005332,PRD00350,70,7818.75
POI00008447,PO0005838,PRD00835,213,6236.81
POI00008448,PO0009706,PRD00023,48,3880.46
POI00008449,PO0001906,PRD00194,133,11189.27
POI00008450,PO0001846,PRD00639,214,2796.66
POI00008451,PO0004592,PRD00287,249,5325.08
POI00008452,PO0003888,PRD00068,71,11959.71
POI00008453,PO0004884,PRD00359,458,14333.28
POI00008454,PO0009689,PRD00069,351,9949.9
POI00008455,PO0003601,PRD00036,165,10797.72
POI00008456,PO0004389,PRD00224,456,3605.13
POI00008457,PO0002664,PRD00498,194,515.55
POI00008458,PO0007182,PRD00106,468,6611.36
POI00008459,PO0008566,PRD00490,14,13814.57
POI00008460,PO0001447,PRD00979,115,3320.45
POI00008461,PO0008378,PRD00628,273,2699.31
POI00008462,PO0009420,PRD00182,275,11205.33
POI00008463,PO0008242,PRD00941,349,2714.98
POI00008464,PO0002484,PRD00653,353,9936.12
POI00008465,PO0009689,PRD00905,472,2985.62
POI00008466,PO0001915,PRD00658,301,7106.49
POI00008467,PO0002233,PRD00153,224,10192.25
POI00008468,PO0003644,PRD00832,101,14364.28
POI00008469,PO0002094,PRD00970,447,2893.48
POI00008470,PO0001585,PRD00887,320,6428.3
POI00008471,PO0005552,PRD00301,70,10700.19
POI00008472,PO0005819,PRD00527,312,13016.35
POI00008473,PO0001357,PRD00043,136,6795.04
POI00008474,PO0000811,PRD00289,111,5500.6
POI00008475,PO0000310,PRD00200,182,12689.72
POI00008476,PO0006550,PRD00529,450,7382.72
POI00008477,PO0005421,PRD00183,322,6823.92
POI00008478,PO0004447,PRD00490,28,13814.57
POI00008479,PO0005743,PRD00952,264,4757.15
POI00008480,PO0004038,PRD00050,183,14145.71
POI00008481,PO0004720,PRD00338,448,755.93
POI00008482,PO0004862,PRD00499,98,5881.43
POI00008483,PO0008215,PRD00020,429,14093.42
POI00008484,PO0003849,PRD00223,293,13596.37
POI00008485,PO0002994,PRD00954,275,6256.72
POI00008486,PO0006422,PRD00612,340,12339.55
POI00008487,PO0002107,PRD00176,294,1103.66
POI00008488,PO0009343,PRD00219,482,12493.83
POI00008489,PO0000918,PRD00088,202,759.09
POI00008490,PO0009718,PRD00394,471,14023.98
POI00008491,PO0009028,PRD00738,127,7712.85
POI00008492,PO0003371,PRD00831,26,14405.2
POI00008493,PO0009622,PRD00281,159,12997.71
POI00008494,PO0009681,PRD00371,461,6858.89
POI00008495,PO0008085,PRD00551,185,6646.28
POI00008496,PO0003302,PRD00410,400,4563.47
POI00008497,PO0000208,PRD00120,204,4716.39
POI00008498,PO0000690,PRD00207,35,13259.47
POI00008499,PO0007164,PRD00741,231,13662.52
POI00008500,PO0005083,PRD00143,498,2616.16
POI00008501,PO0000871,PRD00448,44,3508.12
POI00008502,PO0002016,PRD00858,246,718.7
POI00008503,PO0009623,PRD00337,274,11344.08
POI00008504,PO0007313,PRD00330,470,4277.84
POI00008505,PO0001606,PRD00584,233,13164.71
POI00008506,PO0007590,PRD00568,283,4707.73
POI00008507,PO0000861,PRD00114,94,6866.0
POI00008508,PO0009648,PRD00169,157,8843.12
POI00008509,PO0007593,PRD00094,268,8406.45
POI00008510,PO0009805,PRD00122,24,7515.76
POI00008511,PO0004927,PRD00520,22,12944.02
POI00008512,PO0003847,PRD00151,71,13666.4
POI00008513,PO0006620,PRD00228,252,7076.3
POI00008514,PO0006556,PRD00350,312,7818.75
POI00008515,PO0001835,PRD00220,180,3710.28
POI00008516,PO0001161,PRD00189,65,1559.74
POI00008517,PO0008886,PRD00576,192,6871.55
POI00008518,PO0004042,PRD00467,418,10304.91
POI00008519,PO0004541,PRD00558,312,9720.85
POI00008520,PO0007391,PRD00227,35,12974.56
POI00008521,PO0001490,PRD00618,305,7236.89
POI00008522,PO0004818,PRD00050,191,14145.71
POI00008523,PO0002076,PRD00839,461,1545.18
POI00008524,PO0003385,PRD00396,381,5666.96
POI00008525,PO0006469,PRD00937,381,5526.96
POI00008526,PO0006510,PRD00088,51,759.09
POI00008527,PO0009710,PRD00594,494,6920.19
POI00008528,PO0004873,PRD00464,142,471.83
POI00008529,PO0007593,PRD00589,114,13991.37
POI00008530,PO0005036,PRD00849,368,10933.19
POI00008531,PO0000393,PRD00638,175,14235.92
POI00008532,PO0004695,PRD00592,285,14420.88
POI00008533,PO0009229,PRD00155,250,11846.07
POI00008534,PO0000752,PRD00511,365,2991.32
POI00008535,PO0005369,PRD00435,394,11483.94
POI00008536,PO0004879,PRD00774,425,7426.94
POI00008537,PO0005866,PRD00906,23,9258.63
POI00008538,PO0000723,PRD00525,54,14289.77
POI00008539,PO0005766,PRD00318,278,13343.83
POI00008540,PO0003977,PRD00576,462,6871.55
POI00008541,PO0007392,PRD00485,488,9733.24
POI00008542,PO0008761,PRD00057,84,4964.1
POI00008543,PO0005759,PRD00001,172,9837.33
POI00008544,PO0009277,PRD00372,25,12777.81
POI00008545,PO0001846,PRD00309,459,11535.3
POI00008546,PO0004708,PRD00759,115,6538.09
POI00008547,PO0003224,PRD00720,262,6824.63
POI00008548,PO0001894,PRD00526,132,2102.99
POI00008549,PO0006026,PRD00393,141,755.72
POI00008550,PO0006710,PRD00711,225,14208.1
POI00008551,PO0008969,PRD00382,313,10379.13
POI00008552,PO0002232,PRD00162,432,287.67
POI00008553,PO0000316,PRD00646,321,11847.85
POI00008554,PO0000347,PRD00452,414,2503.76
POI00008555,PO0005775,PRD00739,383,7506.27
POI00008556,PO0002927,PRD00273,417,3864.46
POI00008557,PO0007855,PRD00685,366,2103.9
POI00008558,PO0009198,PRD00882,439,7275.03
POI00008559,PO0005508,PRD00892,306,3978.64
POI00008560,PO0008565,PRD00422,460,13723.46
POI00008561,PO0005134,PRD00527,40,13016.35
POI00008562,PO0008480,PRD00426,58,11443.5
POI00008563,PO0001788,PRD00101,162,1142.0
POI00008564,PO0005000,PRD00169,67,8843.12
POI00008565,PO0005818,PRD00418,376,848.93
POI00008566,PO0009888,PRD00515,83,11728.64
POI00008567,PO0006391,PRD00057,417,4964.1
POI00008568,PO0007409,PRD00051,200,8110.25
POI00008569,PO0003926,PRD00733,272,8941.35
POI00008570,PO0007104,PRD00773,305,8251.54
POI00008571,PO0006648,PRD00589,87,13991.37
POI00008572,PO0004829,PRD00376,442,7767.99
POI00008573,PO0008442,PRD00177,346,12210.75
POI00008574,PO0004208,PRD00871,108,8636.42
POI00008575,PO0002897,PRD00182,497,11205.33
POI00008576,PO0007664,PRD00499,355,5881.43
POI00008577,PO0009106,PRD00059,444,7096.98
POI00008578,PO0001950,PRD00310,370,7810.08
POI00008579,PO0003489,PRD00945,239,3955.76
POI00008580,PO0006849,PRD00184,117,6913.99
POI00008581,PO0005804,PRD00840,82,1992.97
POI00008582,PO0009105,PRD00115,324,12984.47
POI00008583,PO0006116,PRD00007,49,9585.73
POI00008584,PO0005560,PRD00277,80,12187.55
POI00008585,PO0005961,PRD00467,235,10304.91
POI00008586,PO0009455,PRD00461,348,4804.84
POI00008587,PO0002360,PRD00344,127,8985.89
POI00008588,PO0008245,PRD00604,456,14528.53
POI00008589,PO0003228,PRD00793,167,871.73
POI00008590,PO0006151,PRD00282,28,6599.31
POI00008591,PO0005777,PRD00158,472,12470.65
POI00008592,PO0008969,PRD00088,127,759.09
POI00008593,PO0000053,PRD00213,296,11481.28
POI00008594,PO0006925,PRD00219,334,12493.83
POI00008595,PO0004887,PRD00294,475,7979.54
POI00008596,PO0000983,PRD00168,366,5878.6
POI00008597,PO0001413,PRD00063,410,7018.31
POI00008598,PO0000156,PRD00910,487,10913.99
POI00008599,PO0008585,PRD00193,496,1081.63
POI00008600,PO0001449,PRD00305,280,1060.96
POI00008601,PO0006726,PRD00169,68,8843.12
POI00008602,PO0006451,PRD00202,135,2771.81
POI00008603,PO0006625,PRD00895,67,8698.56
POI00008604,PO0005588,PRD00684,203,7767.82
POI00008605,PO0002182,PRD00632,368,12709.49
POI00008606,PO0007538,PRD00508,130,9561.68
POI00008607,PO0001699,PRD00928,54,5618.25
POI00008608,PO0001919,PRD00763,367,5016.95
POI00008609,PO0007972,PRD00340,203,13976.02
POI00008610,PO0008094,PRD00838,16,9698.54
POI00008611,PO0008365,PRD00791,87,10139.71
POI00008612,PO0005694,PRD00079,356,10823.51
POI00008613,PO0005309,PRD00380,252,10416.11
POI00008614,PO0008023,PRD00798,184,10418.61
POI00008615,PO0006597,PRD00448,84,3508.12
POI00008616,PO0002888,PRD00819,222,9433.84
POI00008617,PO0005483,PRD00657,445,14657.7
POI00008618,PO0003703,PRD00071,327,9562.93
POI00008619,PO0000153,PRD00432,96,6955.57
POI00008620,PO0005225,PRD00388,34,2534.89
POI00008621,PO0002736,PRD00594,164,6920.19
POI00008622,PO0007799,PRD00642,351,6743.72
POI00008623,PO0007471,PRD00897,412,11763.99
POI00008624,PO0002796,PRD00250,306,14546.26
POI00008625,PO0002376,PRD00222,89,1219.58
POI00008626,PO0001365,PRD00712,269,5380.83
POI00008627,PO0008896,PRD00250,356,14546.26
POI00008628,PO0000637,PRD00659,452,2838.43
POI00008629,PO0008999,PRD00903,93,10697.16
POI00008630,PO0009660,PRD00368,70,13705.39
POI00008631,PO0002474,PRD00560,179,14804.29
POI00008632,PO0001969,PRD00630,43,12112.17
POI00008633,PO0002860,PRD00730,241,3426.87
POI00008634,PO0006126,PRD00489,27,5226.91
POI00008635,PO0003539,PRD00191,290,6029.05
POI00008636,PO0004661,PRD00912,232,13951.33
POI00008637,PO0002369,PRD00943,71,6024.16
POI00008638,PO0007182,PRD00090,269,7083.4
POI00008639,PO0005895,PRD00962,197,8264.3
POI00008640,PO0003188,PRD00169,44,8843.12
POI00008641,PO0001647,PRD00011,81,10256.43
POI00008642,PO0001340,PRD00951,113,12745.6
POI00008643,PO0004740,PRD00813,495,1791.65
POI00008644,PO0005753,PRD00459,266,11986.98
POI00008645,PO0008670,PRD00185,235,6440.0
POI00008646,PO0005356,PRD00692,265,4333.24
POI00008647,PO0008832,PRD00938,435,14690.74
POI00008648,PO0001549,PRD00084,65,1880.19
POI00008649,PO0005642,PRD00817,283,13482.36
POI00008650,PO0000795,PRD00356,280,5284.14
POI00008651,PO0009987,PRD00256,356,4333.14
POI00008652,PO0002339,PRD00960,27,2038.65
POI00008653,PO0004257,PRD00659,309,2838.43
POI00008654,PO0002365,PRD00187,343,4183.24
POI00008655,PO0007197,PRD00458,98,10221.05
POI00008656,PO0003072,PRD00650,289,5122.22
POI00008657,PO0001749,PRD00827,175,10537.16
POI00008658,PO0008469,PRD00667,468,12142.23
POI00008659,PO0002184,PRD00365,103,9821.16
POI00008660,PO0005066,PRD00329,439,14502.96
POI00008661,PO0004571,PRD00087,268,2757.27
POI00008662,PO0008053,PRD00664,463,8624.9
POI00008663,PO0002621,PRD00847,199,9711.63
POI00008664,PO0005004,PRD00381,112,2462.98
POI00008665,PO0009420,PRD00903,308,10697.16
POI00008666,PO0000019,PRD00407,459,2170.82
POI00008667,PO0009545,PRD00857,172,11441.17
POI00008668,PO0000414,PRD00824,108,13671.92
POI00008669,PO0000983,PRD00885,91,14081.25
POI00008670,PO0007068,PRD00978,42,10928.44
POI00008671,PO0000070,PRD00586,213,4430.6
POI00008672,PO0009638,PRD00652,24,879.05
POI00008673,PO0000633,PRD00457,315,7399.8
POI00008674,PO0005712,PRD00702,456,12933.45
POI00008675,PO0002211,PRD00163,465,8801.64
POI00008676,PO0002194,PRD00810,312,6285.69
POI00008677,PO0006027,PRD00870,333,9737.11
POI00008678,PO0005035,PRD00908,347,5348.66
POI00008679,PO0000243,PRD00542,490,3815.81
POI00008680,PO0004567,PRD00222,216,1219.58
POI00008681,PO0000599,PRD00647,321,2506.84
POI00008682,PO0003881,PRD00827,320,10537.16
POI00008683,PO0003558,PRD00348,442,10382.26
POI00008684,PO0009742,PRD00414,314,3675.25
POI00008685,PO0001844,PRD00029,102,4613.81
POI00008686,PO0003597,PRD00791,14,10139.71
POI00008687,PO0004563,PRD00291,359,1083.12
POI00008688,PO0008677,PRD00324,166,4070.68
POI00008689,PO0007129,PRD00625,484,8920.39
POI00008690,PO0001244,PRD00987,343,9467.13
POI00008691,PO0003460,PRD00736,450,4572.66
POI00008692,PO0000737,PRD00006,372,12453.87
POI00008693,PO0004651,PRD00415,12,13727.94
POI00008694,PO0004529,PRD00518,107,8231.59
POI00008695,PO0002183,PRD00401,39,8016.45
POI00008696,PO0000558,PRD00247,236,9955.98
POI00008697,PO0000616,PRD00691,457,5216.2
POI00008698,PO0008073,PRD00915,63,10437.34
POI00008699,PO0008675,PRD00352,462,10163.96
POI00008700,PO0004335,PRD00221,151,13068.22
POI00008701,PO0007123,PRD00864,68,5345.24
POI00008702,PO0003828,PRD00525,378,14289.77
POI00008703,PO0007797,PRD00350,342,7818.75
POI00008704,PO0008088,PRD00040,448,12037.14
POI00008705,PO0003633,PRD00672,441,1758.78
POI00008706,PO0003850,PRD00319,341,3733.58
POI00008707,PO0003565,PRD00710,460,7104.05
POI00008708,PO0007966,PRD00818,60,2577.53
POI00008709,PO0008258,PRD00151,298,13666.4
POI00008710,PO0006675,PRD00076,302,5099.04
POI00008711,PO0008911,PRD00280,296,626.38
POI00008712,PO0000870,PRD00541,483,2451.94
POI00008713,PO0004483,PRD00497,106,9476.02
POI00008714,PO0009221,PRD00492,290,5276.64
POI00008715,PO0007449,PRD00352,326,10163.96
POI00008716,PO0000293,PRD00207,243,13259.47
POI00008717,PO0006091,PRD00976,456,4864.0
POI00008718,PO0006819,PRD00369,400,11836.37
POI00008719,PO0003156,PRD00063,210,7018.31
POI00008720,PO0005067,PRD00763,456,5016.95
POI00008721,PO0006554,PRD00212,315,194.69
POI00008722,PO0006251,PRD00247,383,9955.98
POI00008723,PO0006903,PRD00790,72,11430.76
POI00008724,PO0008253,PRD00016,225,12890.21
POI00008725,PO0005397,PRD00195,368,8830.06
POI00008726,PO0007882,PRD00616,370,1388.81
POI00008727,PO0004708,PRD00766,418,11198.97
POI00008728,PO0007734,PRD00565,115,1309.82
POI00008729,PO0008840,PRD00264,393,12537.65
POI00008730,PO0002611,PRD00899,300,2478.21
POI00008731,PO0009247,PRD00911,402,14452.25
POI00008732,PO0005355,PRD00679,283,5120.96
POI00008733,PO0000446,PRD00796,408,5431.54
POI00008734,PO0000473,PRD00770,20,12677.22
POI00008735,PO0007915,PRD00536,220,5119.31
POI00008736,PO0007833,PRD00785,91,2141.65
POI00008737,PO0009666,PRD00389,276,10776.42
POI00008738,PO0002146,PRD00537,191,11841.49
POI00008739,PO0008736,PRD00673,462,13879.93
POI00008740,PO0005687,PRD00486,47,14504.82
POI00008741,PO0000440,PRD00519,358,4521.82
POI00008742,PO0007909,PRD00529,216,7382.72
POI00008743,PO0002510,PRD00944,248,7189.97
POI00008744,PO0002018,PRD00813,302,1791.65
POI00008745,PO0009797,PRD00889,198,161.6
POI00008746,PO0005303,PRD00430,38,7529.58
POI00008747,PO0000148,PRD00769,68,14259.3
POI00008748,PO0007591,PRD00743,420,2305.24
POI00008749,PO0009767,PRD00399,458,10939.64
POI00008750,PO0006335,PRD00311,18,5242.66
POI00008751,PO0002173,PRD00411,467,9419.82
POI00008752,PO0001951,PRD00920,436,10536.21
POI00008753,PO0008328,PRD00105,106,7072.97
POI00008754,PO0001139,PRD00417,358,13839.61
POI00008755,PO0009892,PRD00047,91,1038.29
POI00008756,PO0006490,PRD00512,253,6184.28
POI00008757,PO0006917,PRD00068,476,11959.71
POI00008758,PO0000858,PRD00465,323,12966.68
POI00008759,PO0009765,PRD00749,127,13186.86
POI00008760,PO0009150,PRD00523,219,12097.17
POI00008761,PO0004862,PRD00581,110,3429.77
POI00008762,PO0004021,PRD00723,441,642.86
POI00008763,PO0002566,PRD00812,10,3339.2
POI00008764,PO0000342,PRD00679,304,5120.96
POI00008765,PO0000891,PRD00520,361,12944.02
POI00008766,PO0002799,PRD00076,337,5099.04
POI00008767,PO0009405,PRD00682,197,9106.29
POI00008768,PO0000166,PRD00650,261,5122.22
POI00008769,PO0009629,PRD00317,225,11523.03
POI00008770,PO0008303,PRD00995,438,1957.35
POI00008771,PO0005006,PRD00618,428,7236.89
POI00008772,PO0003201,PRD00052,216,3353.77
POI00008773,PO0007191,PRD00587,335,7001.79
POI00008774,PO0009322,PRD00774,240,7426.94
POI00008775,PO0004849,PRD00205,430,5692.82
POI00008776,PO0000252,PRD00619,232,5874.65
POI00008777,PO0001876,PRD00817,226,13482.36
POI00008778,PO0005047,PRD00615,409,9737.39
POI00008779,PO0008750,PRD00152,354,9137.41
POI00008780,PO0001659,PRD00068,309,11959.71
POI00008781,PO0003517,PRD00219,79,12493.83
POI00008782,PO0005366,PRD00608,313,2030.27
POI00008783,PO0007074,PRD00080,146,9716.87
POI00008784,PO0005196,PRD00186,150,13497.06
POI00008785,PO0001476,PRD00125,135,12971.28
POI00008786,PO0006123,PRD00429,438,4484.27
POI00008787,PO0000235,PRD00919,64,12018.41
POI00008788,PO0006298,PRD00304,267,7053.7
POI00008789,PO0001768,PRD00785,197,2141.65
POI00008790,PO0009134,PRD00555,498,9697.74
POI00008791,PO0004525,PRD00035,153,9200.21
POI00008792,PO0005703,PRD00013,401,14644.99
POI00008793,PO0007545,PRD00047,444,1038.29
POI00008794,PO0005428,PRD00280,162,626.38
POI00008795,PO0009582,PRD00457,280,7399.8
POI00008796,PO0003842,PRD00604,349,14528.53
POI00008797,PO0006066,PRD00051,338,8110.25
POI00008798,PO0001107,PRD00922,483,7190.21
POI00008799,PO0005063,PRD00856,378,11059.92
POI00008800,PO0007018,PRD00730,245,3426.87
POI00008801,PO0009067,PRD00349,269,13102.44
POI00008802,PO0000227,PRD00032,295,4314.09
POI00008803,PO0008047,PRD00024,22,5514.18
POI00008804,PO0000085,PRD00410,136,4563.47
POI00008805,PO0008996,PRD00538,168,1565.66
POI00008806,PO0006442,PRD00802,298,11346.21
POI00008807,PO0006066,PRD00797,160,11156.8
POI00008808,PO0007693,PRD00588,341,11008.35
POI00008809,PO0006597,PRD00861,53,12536.29
POI00008810,PO0009958,PRD00598,259,4825.42
POI00008811,PO0006074,PRD00427,56,6255.84
POI00008812,PO0004244,PRD00537,273,11841.49
POI00008813,PO0001276,PRD00399,116,10939.64
POI00008814,PO0008250,PRD00602,223,12799.03
POI00008815,PO0008300,PRD00369,124,11836.37
POI00008816,PO0002850,PRD00126,462,12322.6
