order_id,customer_id,order_date,order_status
ORD0018800,CUS008283,2026-04-30,Delivered
ORD0018801,CUS003129,2025-04-18,Delivered
ORD0018802,CUS007414,2026-02-08,Processing
ORD0018803,CUS004020,2025-09-05,Cancelled
ORD0018804,CUS004693,2025-07-18,Delivered
ORD0018805,CUS009220,2025-03-21,Cancelled
ORD0018806,CUS001201,2025-07-09,Delivered
ORD0018807,CUS008946,2025-10-30,Shipped
ORD0018808,CUS008611,2026-01-31,Delivered
ORD0018809,CUS008329,2026-05-13,Delivered
ORD0018810,CUS000372,2025-11-01,Delivered
ORD0018811,CUS005175,2025-05-09,Delivered
ORD0018812,CUS008889,2025-11-12,Delivered
ORD0018813,CUS008758,2026-05-22,Delivered
ORD0018814,CUS009155,2025-12-08,Delivered
ORD0018815,CUS006973,2025-09-20,Processing
ORD0018816,CUS008477,2026-01-05,Cancelled
ORD0018817,CUS005383,2026-01-30,Delivered
ORD0018818,CUS001986,2026-07-30,Delivered
ORD0018819,CUS001071,2026-08-07,Delivered
ORD0018820,CUS007600,2026-01-09,Shipped
ORD0018821,CUS003314,2025-05-17,Delivered
ORD0018822,CUS000783,2025-11-28,Processing
ORD0018823,CUS007322,2026-07-18,Delivered
ORD0018824,CUS003974,2025-04-08,Delivered
ORD0018825,CUS004603,2025-01-12,Shipped
ORD0018826,CUS006639,2026-03-13,Delivered
ORD0018827,CUS000331,2026-03-13,Processing
ORD0018828,CUS002170,2025-05-01,Shipped
ORD0018829,CUS002505,2025-01-11,Delivered
ORD0018830,CUS005559,2026-01-01,Delivered
ORD0018831,CUS009891,2025-01-03,Delivered
ORD0018832,CUS003381,2026-01-26,Delivered
ORD0018833,CUS002335,2026-04-30,Shipped
ORD0018834,CUS003733,2025-01-05,Delivered
ORD0018835,CUS007509,2026-01-01,Delivered
ORD0018836,CUS002896,2026-03-02,Delivered
ORD0018837,CUS005292,2026-06-01,Delivered
ORD0018838,CUS001809,2025-03-09,Delivered
ORD0018839,CUS005831,2025-10-27,Delivered
ORD0018840,CUS004699,2025-12-27,Delivered
ORD0018841,CUS003024,2025-06-24,Delivered
ORD0018842,CUS003953,2026-06-15,Processing
ORD0018843,CUS005734,2025-11-24,Processing
ORD0018844,CUS004067,2026-01-06,Delivered
ORD0018845,CUS009522,2026-01-18,Delivered
ORD0018846,CUS009690,2026-02-18,Shipped
ORD0018847,CUS004083,2026-04-10,Delivered
ORD0018848,CUS006362,2025-06-19,Shipped
ORD0018849,CUS001271,2025-10-31,Delivered
ORD0018850,CUS004398,2026-06-09,Shipped
ORD0018851,CUS000628,2026-03-25,Shipped
ORD0018852,CUS005322,2025-01-28,Delivered
ORD0018853,CUS007057,2025-07-19,Delivered
ORD0018854,CUS006059,2026-07-22,Delivered
ORD0018855,CUS000805,2026-08-08,Shipped
ORD0018856,CUS005283,2026-07-06,Cancelled
ORD0018857,CUS007225,2025-07-14,Delivered
ORD0018858,CUS002857,2025-06-23,Delivered
ORD0018859,CUS004931,2026-07-11,Delivered
ORD0018860,CUS008239,2025-01-30,Delivered
ORD0018861,CUS004171,2025-01-27,Delivered
ORD0018862,CUS006349,2026-06-11,Cancelled
ORD0018863,CUS000726,2025-04-10,Delivered
ORD0018864,CUS008251,2026-03-30,Delivered
ORD0018865,CUS000048,2026-05-21,Delivered
ORD0018866,CUS009654,2025-10-19,Shipped
ORD0018867,CUS004522,2026-03-09,Shipped
ORD0018868,CUS001492,2026-04-18,Delivered
ORD0018869,CUS003764,2025-04-02,Delivered
ORD0018870,CUS001727,2025-01-10,Delivered
ORD0018871,CUS005770,2026-07-18,Delivered
ORD0018872,CUS003495,2025-03-14,Delivered
ORD0018873,CUS009578,2025-01-07,Delivered
ORD0018874,CUS008681,2025-03-11,Delivered
ORD0018875,CUS008455,2026-02-16,Delivered
ORD0018876,CUS001962,2026-05-07,Shipped
ORD0018877,CUS005500,2025-09-19,Delivered
ORD0018878,CUS005493,2025-02-19,Processing
ORD0018879,CUS004573,2025-02-26,Delivered
ORD0018880,CUS009089,2026-02-06,Delivered
ORD0018881,CUS006635,2026-06-14,Delivered
ORD0018882,CUS007596,2025-02-08,Delivered
ORD0018883,CUS006641,2026-02-09,Delivered
ORD0018884,CUS003279,2026-04-19,Delivered
ORD0018885,CUS008482,2026-05-06,Delivered
ORD0018886,CUS003143,2025-10-09,Processing
ORD0018887,CUS006503,2025-05-24,Delivered
ORD0018888,CUS001856,2026-05-26,Delivered
ORD0018889,CUS008373,2026-01-08,Delivered
ORD0018890,CUS002724,2026-08-01,Processing
ORD0018891,CUS003205,2025-01-07,Shipped
ORD0018892,CUS004861,2026-02-27,Shipped
ORD0018893,CUS005892,2026-07-08,Delivered
ORD0018894,CUS009463,2025-03-10,Delivered
ORD0018895,CUS008620,2026-02-23,Delivered
ORD0018896,CUS009060,2026-08-22,Delivered
ORD0018897,CUS003478,2026-04-20,Delivered
ORD0018898,CUS000548,2026-01-09,Delivered
ORD0018899,CUS002798,2025-12-03,Delivered
ORD0018900,CUS003319,2025-01-16,Delivered
ORD0018901,CUS005728,2025-01-21,Delivered
ORD0018902,CUS003475,2025-10-14,Processing
ORD0018903,CUS000846,2025-02-15,Shipped
ORD0018904,CUS003079,2025-12-06,Delivered
ORD0018905,CUS005873,2025-06-09,Delivered
ORD0018906,CUS004973,2026-02-12,Delivered
ORD0018907,CUS006599,2025-09-02,Delivered
ORD0018908,CUS001702,2026-05-17,Delivered
ORD0018909,CUS004846,2025-12-22,Delivered
ORD0018910,CUS004584,2025-03-18,Delivered
ORD0018911,CUS002542,2026-06-19,Cancelled
ORD0018912,CUS001291,2025-10-08,Delivered
ORD0018913,CUS005983,2025-05-16,Delivered
ORD0018914,CUS007196,2026-04-11,Delivered
ORD0018915,CUS007232,2026-08-21,Delivered
ORD0018916,CUS000855,2026-05-10,Processing
ORD0018917,CUS007051,2026-02-13,Delivered
ORD0018918,CUS009005,2025-04-14,Delivered
ORD0018919,CUS009115,2026-03-31,Delivered
ORD0018920,CUS009295,2026-03-25,Shipped
ORD0018921,CUS008817,2025-09-25,Delivered
ORD0018922,CUS005854,2026-01-05,Delivered
ORD0018923,CUS005332,2026-08-13,Delivered
ORD0018924,CUS009765,2025-12-01,Shipped
ORD0018925,CUS001154,2026-03-12,Delivered
ORD0018926,CUS007146,2025-10-30,Delivered
ORD0018927,CUS001461,2026-06-30,Delivered
ORD0018928,CUS007330,2025-01-11,Delivered
ORD0018929,CUS008148,2025-11-10,Delivered
ORD0018930,CUS002040,2025-03-21,Delivered
ORD0018931,CUS008210,2026-08-20,Delivered
ORD0018932,CUS008715,2025-07-27,Cancelled
ORD0018933,CUS008558,2025-09-01,Delivered
ORD0018934,CUS009042,2026-06-29,Delivered
ORD0018935,CUS008585,2026-01-24,Delivered
ORD0018936,CUS005228,2026-07-30,Delivered
ORD0018937,CUS008843,2025-01-05,Delivered
ORD0018938,CUS008990,2025-12-07,Shipped
ORD0018939,CUS008669,2025-11-26,Delivered
ORD0018940,CUS004800,2025-09-30,Processing
ORD0018941,CUS005967,2025-08-05,Delivered
ORD0018942,CUS006731,2026-03-10,Cancelled
ORD0018943,CUS002409,2025-06-12,Delivered
ORD0018944,CUS004339,2025-05-25,Cancelled
ORD0018945,CUS008011,2025-03-11,Shipped
ORD0018946,CUS000455,2026-02-14,Delivered
ORD0018947,CUS002670,2026-07-10,Delivered
ORD0018948,CUS008146,2025-01-24,Delivered
ORD0018949,CUS005018,2026-06-08,Shipped
ORD0018950,CUS002119,2025-05-27,Delivered
ORD0018951,CUS005834,2025-10-21,Processing
ORD0018952,CUS003633,2025-01-23,Delivered
ORD0018953,CUS007828,2025-11-09,Delivered
ORD0018954,CUS003481,2026-02-21,Processing
ORD0018955,CUS006215,2025-06-12,Delivered
ORD0018956,CUS005051,2025-12-15,Delivered
ORD0018957,CUS008855,2025-04-29,Delivered
ORD0018958,CUS007270,2026-05-26,Processing
ORD0018959,CUS000822,2026-08-17,Shipped
ORD0018960,CUS005306,2025-09-13,Delivered
ORD0018961,CUS000392,2025-05-01,Cancelled
ORD0018962,CUS005076,2025-11-22,Delivered
ORD0018963,CUS002530,2026-08-02,Delivered
ORD0018964,CUS000899,2026-01-19,Delivered
ORD0018965,CUS009658,2025-05-27,Shipped
ORD0018966,CUS003946,2026-07-06,Cancelled
ORD0018967,CUS002795,2026-06-15,Delivered
ORD0018968,CUS004681,2025-09-08,Delivered
ORD0018969,CUS005596,2025-04-26,Cancelled
ORD0018970,CUS007351,2025-04-11,Delivered
ORD0018971,CUS007910,2025-09-27,Delivered
ORD0018972,CUS005062,2026-01-13,Delivered
ORD0018973,CUS001556,2025-08-03,Delivered
ORD0018974,CUS007113,2026-01-22,Delivered
ORD0018975,CUS000424,2025-05-10,Delivered
ORD0018976,CUS008236,2026-02-22,Delivered
ORD0018977,CUS000437,2025-08-25,Delivered
ORD0018978,CUS007248,2026-08-22,Delivered
ORD0018979,CUS006795,2026-07-02,Cancelled
ORD0018980,CUS009773,2025-05-20,Shipped
ORD0018981,CUS002588,2025-05-13,Processing
ORD0018982,CUS001185,2025-03-06,Delivered
ORD0018983,CUS007733,2026-04-29,Delivered
ORD0018984,CUS004497,2025-08-30,Processing
ORD0018985,CUS002731,2025-08-22,Processing
ORD0018986,CUS001001,2025-04-16,Shipped
ORD0018987,CUS002584,2026-03-13,Processing
ORD0018988,CUS005753,2025-11-23,Processing
ORD0018989,CUS000336,2025-06-29,Delivered
ORD0018990,CUS008997,2025-04-17,Shipped
ORD0018991,CUS001333,2025-07-08,Delivered
ORD0018992,CUS000382,2025-03-05,Delivered
ORD0018993,CUS004374,2025-11-20,Shipped
ORD0018994,CUS009644,2025-10-18,Delivered
ORD0018995,CUS003076,2025-05-05,Delivered
ORD0018996,CUS003700,2026-05-01,Delivered
ORD0018997,CUS007473,2026-04-14,Delivered
ORD0018998,CUS003616,2025-04-23,Delivered
ORD0018999,CUS000998,2025-11-24,Delivered
ORD0019000,CUS009992,2025-08-09,Delivered
ORD0019001,CUS007137,2026-08-16,Delivered
ORD0019002,CUS008903,2025-01-18,Shipped
ORD0019003,CUS006369,2026-05-14,Delivered
ORD0019004,CUS005755,2025-07-03,Delivered
ORD0019005,CUS008433,2026-03-19,Processing
ORD0019006,CUS005298,2025-01-15,Delivered
ORD0019007,CUS003796,2026-07-19,Shipped
ORD0019008,CUS005171,2025-03-04,Delivered
ORD0019009,CUS008264,2025-06-08,Shipped
ORD0019010,CUS008858,2025-09-11,Processing
ORD0019011,CUS006584,2025-07-29,Delivered
ORD0019012,CUS004711,2025-01-10,Delivered
ORD0019013,CUS004500,2025-09-28,Delivered
ORD0019014,CUS001063,2025-03-31,Shipped
ORD0019015,CUS009599,2026-02-22,Shipped
ORD0019016,CUS005027,2026-02-09,Delivered
ORD0019017,CUS006155,2025-07-27,Delivered
ORD0019018,CUS003451,2025-11-26,Shipped
ORD0019019,CUS006835,2025-10-24,Processing
ORD0019020,CUS001337,2026-03-26,Delivered
ORD0019021,CUS009207,2025-08-07,Delivered
ORD0019022,CUS002924,2026-05-24,Processing
ORD0019023,CUS002801,2025-04-20,Delivered
ORD0019024,CUS002169,2026-03-06,Delivered
ORD0019025,CUS007461,2025-09-11,Delivered
ORD0019026,CUS009745,2026-03-05,Processing
ORD0019027,CUS007971,2025-01-30,Delivered
ORD0019028,CUS004041,2025-09-17,Delivered
ORD0019029,CUS005369,2025-06-27,Delivered
ORD0019030,CUS003774,2025-06-28,Shipped
ORD0019031,CUS008901,2025-10-10,Shipped
ORD0019032,CUS007651,2026-02-12,Delivered
ORD0019033,CUS004543,2026-05-14,Cancelled
ORD0019034,CUS009682,2026-04-05,Shipped
ORD0019035,CUS005952,2025-06-19,Delivered
ORD0019036,CUS007025,2025-01-03,Delivered
ORD0019037,CUS008598,2025-01-10,Shipped
ORD0019038,CUS000872,2025-09-02,Delivered
ORD0019039,CUS002982,2025-12-05,Processing
ORD0019040,CUS007374,2025-05-31,Delivered
ORD0019041,CUS006616,2026-05-14,Processing
ORD0019042,CUS009299,2025-01-10,Delivered
ORD0019043,CUS008711,2026-03-19,Processing
ORD0019044,CUS003245,2026-03-29,Cancelled
ORD0019045,CUS002714,2025-07-23,Delivered
ORD0019046,CUS008348,2025-04-09,Shipped
ORD0019047,CUS009500,2025-11-01,Delivered
ORD0019048,CUS008633,2025-10-01,Delivered
ORD0019049,CUS006982,2026-05-23,Delivered
ORD0019050,CUS005610,2026-05-29,Delivered
ORD0019051,CUS001572,2026-01-04,Delivered
ORD0019052,CUS001042,2026-05-10,Delivered
ORD0019053,CUS000897,2026-01-24,Delivered
ORD0019054,CUS004070,2025-09-18,Delivered
ORD0019055,CUS004836,2026-06-16,Delivered
ORD0019056,CUS008652,2026-04-12,Delivered
ORD0019057,CUS002818,2026-06-13,Delivered
ORD0019058,CUS002492,2025-01-29,Delivered
ORD0019059,CUS002442,2026-01-16,Shipped
ORD0019060,CUS005112,2025-10-29,Delivered
ORD0019061,CUS005334,2025-07-30,Delivered
ORD0019062,CUS006953,2026-06-03,Delivered
ORD0019063,CUS007700,2025-11-12,Delivered
ORD0019064,CUS002403,2025-03-25,Shipped
ORD0019065,CUS007206,2026-01-29,Shipped
ORD0019066,CUS000532,2026-06-30,Delivered
ORD0019067,CUS007450,2026-02-23,Shipped
ORD0019068,CUS000059,2025-03-01,Shipped
ORD0019069,CUS003808,2025-08-23,Shipped
ORD0019070,CUS007024,2025-02-23,Delivered
ORD0019071,CUS007478,2025-06-09,Shipped
ORD0019072,CUS008105,2025-09-24,Processing
ORD0019073,CUS007826,2026-03-02,Delivered
ORD0019074,CUS001370,2025-10-28,Shipped
ORD0019075,CUS000381,2025-04-30,Processing
ORD0019076,CUS009094,2025-06-13,Shipped
ORD0019077,CUS008620,2026-01-29,Delivered
ORD0019078,CUS009361,2025-09-01,Delivered
ORD0019079,CUS008590,2025-11-29,Delivered
ORD0019080,CUS003360,2025-06-29,Delivered
ORD0019081,CUS003802,2025-03-03,Delivered
ORD0019082,CUS006030,2026-04-09,Processing
ORD0019083,CUS004833,2026-05-15,Delivered
ORD0019084,CUS002353,2025-02-01,Delivered
ORD0019085,CUS008968,2026-02-05,Cancelled
ORD0019086,CUS001407,2025-01-16,Delivered
ORD0019087,CUS009176,2025-08-31,Delivered
ORD0019088,CUS009451,2025-02-11,Delivered
ORD0019089,CUS000360,2026-06-16,Delivered
ORD0019090,CUS002478,2025-02-27,Delivered
ORD0019091,CUS004067,2025-10-09,Processing
ORD0019092,CUS004326,2025-04-05,Delivered
ORD0019093,CUS001910,2025-02-20,Delivered
ORD0019094,CUS001961,2026-05-07,Delivered
ORD0019095,CUS004579,2026-06-02,Delivered
ORD0019096,CUS002063,2025-11-10,Processing
ORD0019097,CUS004416,2025-04-02,Delivered
ORD0019098,CUS002138,2026-05-30,Delivered
ORD0019099,CUS004510,2025-07-26,Delivered
ORD0019100,CUS002741,2025-07-06,Shipped
ORD0019101,CUS000186,2025-02-21,Processing
ORD0019102,CUS002290,2025-03-20,Delivered
ORD0019103,CUS001693,2025-05-19,Delivered
ORD0019104,CUS003564,2026-01-21,Processing
ORD0019105,CUS004033,2026-03-12,Delivered
ORD0019106,CUS004021,2025-11-29,Delivered
ORD0019107,CUS009437,2026-03-08,Delivered
ORD0019108,CUS001645,2025-06-27,Delivered
ORD0019109,CUS002675,2025-11-22,Processing
ORD0019110,CUS008282,2025-02-10,Shipped
ORD0019111,CUS004854,2025-07-01,Delivered
ORD0019112,CUS000989,2026-06-12,Delivered
ORD0019113,CUS000136,2025-10-13,Delivered
ORD0019114,CUS004801,2025-10-31,Delivered
ORD0019115,CUS009699,2026-01-15,Delivered
ORD0019116,CUS002232,2026-06-03,Delivered
ORD0019117,CUS004412,2025-12-06,Processing
ORD0019118,CUS007682,2025-05-25,Processing
ORD0019119,CUS004301,2025-11-17,Delivered
ORD0019120,CUS001279,2025-04-24,Delivered
ORD0019121,CUS009573,2025-11-22,Delivered
ORD0019122,CUS008238,2025-08-21,Delivered
ORD0019123,CUS006682,2026-02-12,Delivered
ORD0019124,CUS006257,2026-02-12,Delivered
ORD0019125,CUS008976,2025-06-27,Shipped
ORD0019126,CUS004911,2025-12-22,Delivered
ORD0019127,CUS001310,2025-02-13,Cancelled
ORD0019128,CUS003941,2026-07-21,Delivered
ORD0019129,CUS005378,2026-05-09,Delivered
ORD0019130,CUS004086,2025-01-10,Shipped
ORD0019131,CUS009063,2026-04-02,Delivered
ORD0019132,CUS004688,2025-06-18,Delivered
ORD0019133,CUS001612,2025-12-23,Delivered
ORD0019134,CUS003001,2025-10-08,Delivered
ORD0019135,CUS000666,2025-04-01,Delivered
ORD0019136,CUS008925,2026-07-06,Delivered
ORD0019137,CUS002417,2025-08-01,Delivered
ORD0019138,CUS007685,2026-08-13,Processing
ORD0019139,CUS006765,2026-05-30,Delivered
ORD0019140,CUS006444,2025-01-22,Delivered
ORD0019141,CUS003721,2025-06-11,Delivered
ORD0019142,CUS005865,2025-07-20,Delivered
ORD0019143,CUS000983,2026-03-31,Delivered
ORD0019144,CUS009432,2025-04-04,Delivered
ORD0019145,CUS009544,2025-09-10,Shipped
ORD0019146,CUS002889,2025-09-03,Delivered
ORD0019147,CUS005453,2026-02-10,Delivered
ORD0019148,CUS004090,2025-06-23,Delivered
ORD0019149,CUS007532,2025-02-27,Delivered
ORD0019150,CUS002176,2025-09-08,Delivered
ORD0019151,CUS002406,2026-06-05,Delivered
ORD0019152,CUS007086,2026-05-07,Processing
ORD0019153,CUS004052,2026-07-08,Shipped
ORD0019154,CUS002468,2025-12-30,Delivered
ORD0019155,CUS007031,2026-08-20,Delivered
ORD0019156,CUS004637,2026-05-25,Delivered
ORD0019157,CUS005345,2025-09-20,Processing
ORD0019158,CUS006040,2026-01-04,Delivered
ORD0019159,CUS007749,2026-02-14,Cancelled
ORD0019160,CUS006871,2025-01-16,Delivered
ORD0019161,CUS006602,2025-09-19,Cancelled
ORD0019162,CUS008264,2026-05-31,Delivered
ORD0019163,CUS000549,2026-01-20,Cancelled
ORD0019164,CUS002388,2025-02-26,Shipped
ORD0019165,CUS003215,2026-03-06,Cancelled
ORD0019166,CUS001574,2026-01-09,Delivered
ORD0019167,CUS007110,2025-09-11,Delivered
ORD0019168,CUS007385,2025-11-04,Cancelled
ORD0019169,CUS008400,2026-07-29,Delivered
ORD0019170,CUS002307,2026-05-01,Delivered
ORD0019171,CUS002938,2025-10-20,Delivered
ORD0019172,CUS004172,2025-12-25,Processing
ORD0019173,CUS009576,2026-06-06,Delivered
ORD0019174,CUS001734,2026-04-04,Delivered
ORD0019175,CUS000896,2026-07-23,Delivered
ORD0019176,CUS006541,2026-07-14,Delivered
ORD0019177,CUS009745,2026-04-29,Delivered
ORD0019178,CUS003124,2025-12-29,Delivered
ORD0019179,CUS005344,2025-07-19,Delivered
ORD0019180,CUS005347,2025-08-06,Delivered
ORD0019181,CUS002678,2025-07-26,Shipped
ORD0019182,CUS001895,2025-04-03,Delivered
ORD0019183,CUS004051,2026-07-08,Delivered
ORD0019184,CUS005795,2026-07-08,Delivered
ORD0019185,CUS001109,2026-01-14,Delivered
ORD0019186,CUS000672,2026-03-11,Delivered
ORD0019187,CUS006734,2026-04-03,Shipped
ORD0019188,CUS007340,2025-09-18,Delivered
ORD0019189,CUS004035,2025-07-13,Delivered
ORD0019190,CUS005897,2026-02-10,Cancelled
ORD0019191,CUS001405,2025-04-24,Shipped
ORD0019192,CUS009766,2026-02-27,Delivered
ORD0019193,CUS000837,2025-05-26,Delivered
ORD0019194,CUS001864,2025-10-10,Delivered
ORD0019195,CUS004421,2025-05-27,Delivered
ORD0019196,CUS008915,2025-10-06,Delivered
ORD0019197,CUS008974,2025-07-23,Delivered
ORD0019198,CUS005371,2025-02-24,Cancelled
ORD0019199,CUS003795,2026-08-08,Delivered
ORD0019200,CUS004989,2025-08-21,Shipped
ORD0019201,CUS000348,2025-05-17,Delivered
ORD0019202,CUS000707,2026-01-08,Delivered
ORD0019203,CUS002018,2026-07-02,Delivered
ORD0019204,CUS005401,2026-04-14,Delivered
ORD0019205,CUS002456,2026-02-28,Shipped
ORD0019206,CUS002625,2026-05-17,Delivered
ORD0019207,CUS001203,2025-09-14,Delivered
ORD0019208,CUS005372,2026-02-18,Delivered
ORD0019209,CUS000935,2025-09-25,Shipped
ORD0019210,CUS006298,2025-10-18,Delivered
ORD0019211,CUS002696,2026-01-12,Delivered
ORD0019212,CUS007489,2025-09-13,Delivered
ORD0019213,CUS000449,2025-02-08,Delivered
ORD0019214,CUS004845,2025-06-29,Delivered
ORD0019215,CUS007351,2025-02-02,Delivered
ORD0019216,CUS005167,2025-03-06,Delivered
ORD0019217,CUS001520,2025-09-26,Delivered
ORD0019218,CUS005754,2025-03-16,Cancelled
ORD0019219,CUS003027,2025-01-29,Delivered
ORD0019220,CUS001165,2025-02-11,Shipped
ORD0019221,CUS009147,2025-09-16,Delivered
ORD0019222,CUS002118,2026-08-22,Delivered
ORD0019223,CUS009934,2025-07-17,Processing
ORD0019224,CUS004823,2026-01-20,Delivered
ORD0019225,CUS004060,2026-04-06,Delivered
ORD0019226,CUS003851,2026-07-05,Delivered
ORD0019227,CUS005405,2025-09-20,Delivered
ORD0019228,CUS001873,2026-01-26,Shipped
ORD0019229,CUS001627,2025-08-28,Processing
ORD0019230,CUS004986,2025-07-12,Delivered
ORD0019231,CUS006633,2025-08-31,Delivered
ORD0019232,CUS004563,2025-02-23,Delivered
ORD0019233,CUS008835,2025-05-23,Delivered
ORD0019234,CUS009711,2026-02-05,Delivered
ORD0019235,CUS007213,2025-06-20,Delivered
ORD0019236,CUS008897,2025-12-28,Delivered
ORD0019237,CUS006511,2026-08-16,Delivered
ORD0019238,CUS008213,2025-03-26,Shipped
ORD0019239,CUS000990,2026-01-10,Shipped
ORD0019240,CUS008980,2025-07-05,Delivered
ORD0019241,CUS003328,2026-03-30,Delivered
ORD0019242,CUS003319,2026-05-26,Delivered
ORD0019243,CUS005793,2026-02-25,Delivered
ORD0019244,CUS007112,2025-10-17,Processing
ORD0019245,CUS001629,2025-02-17,Delivered
ORD0019246,CUS004442,2025-09-24,Delivered
ORD0019247,CUS006259,2025-10-21,Delivered
ORD0019248,CUS009270,2026-06-13,Delivered
ORD0019249,CUS003231,2025-06-27,Delivered
ORD0019250,CUS003963,2026-07-08,Delivered
ORD0019251,CUS007657,2026-08-11,Shipped
ORD0019252,CUS002441,2025-12-05,Shipped
ORD0019253,CUS003671,2025-11-23,Delivered
ORD0019254,CUS006706,2026-05-11,Delivered
ORD0019255,CUS000123,2025-12-07,Delivered
ORD0019256,CUS006915,2025-08-22,Delivered
ORD0019257,CUS008726,2026-02-13,Delivered
ORD0019258,CUS006949,2025-10-09,Delivered
ORD0019259,CUS005552,2025-05-23,Delivered
ORD0019260,CUS009135,2025-10-11,Delivered
ORD0019261,CUS005047,2025-12-09,Delivered
ORD0019262,CUS008221,2025-05-05,Delivered
ORD0019263,CUS007298,2026-05-16,Delivered
ORD0019264,CUS003136,2025-02-20,Delivered
ORD0019265,CUS001267,2026-08-27,Delivered
ORD0019266,CUS007722,2026-07-18,Delivered
ORD0019267,CUS007984,2025-02-09,Delivered
ORD0019268,CUS007638,2025-11-02,Processing
ORD0019269,CUS002848,2025-06-26,Delivered
ORD0019270,CUS000316,2026-07-26,Cancelled
ORD0019271,CUS008691,2026-02-19,Shipped
ORD0019272,CUS005795,2025-02-15,Delivered
ORD0019273,CUS003837,2026-08-10,Delivered
ORD0019274,CUS003004,2025-05-09,Delivered
ORD0019275,CUS004046,2025-12-07,Delivered
ORD0019276,CUS008755,2026-07-22,Processing
ORD0019277,CUS006252,2025-05-21,Processing
ORD0019278,CUS008211,2025-01-21,Delivered
ORD0019279,CUS009534,2025-01-12,Delivered
ORD0019280,CUS002079,2026-05-28,Delivered
ORD0019281,CUS003147,2025-02-10,Delivered
ORD0019282,CUS007882,2026-03-23,Delivered
ORD0019283,CUS005772,2026-04-28,Shipped
ORD0019284,CUS007388,2025-01-28,Delivered
ORD0019285,CUS002478,2025-08-15,Delivered
ORD0019286,CUS000771,2025-06-15,Delivered
ORD0019287,CUS001963,2025-10-22,Delivered
ORD0019288,CUS008937,2025-01-17,Shipped
ORD0019289,CUS008552,2026-01-01,Shipped
ORD0019290,CUS005524,2025-12-30,Delivered
ORD0019291,CUS004378,2025-08-29,Cancelled
ORD0019292,CUS009137,2026-04-28,Processing
ORD0019293,CUS004210,2025-04-21,Processing
ORD0019294,CUS005018,2026-04-10,Delivered
ORD0019295,CUS006235,2026-08-16,Delivered
ORD0019296,CUS008324,2026-07-26,Shipped
ORD0019297,CUS007425,2025-08-04,Shipped
ORD0019298,CUS006993,2026-03-16,Delivered
ORD0019299,CUS001014,2026-01-17,Cancelled
ORD0019300,CUS003537,2026-05-26,Delivered
ORD0019301,CUS002537,2026-08-23,Shipped
ORD0019302,CUS009679,2025-08-12,Cancelled
ORD0019303,CUS007842,2025-03-04,Delivered
ORD0019304,CUS009575,2025-01-08,Cancelled
ORD0019305,CUS006119,2025-09-14,Delivered
ORD0019306,CUS005860,2025-11-03,Delivered
ORD0019307,CUS004317,2025-09-26,Processing
ORD0019308,CUS008295,2025-04-21,Delivered
ORD0019309,CUS008632,2026-05-15,Delivered
ORD0019310,CUS000041,2025-08-03,Delivered
ORD0019311,CUS005774,2025-09-27,Delivered
ORD0019312,CUS003333,2025-12-20,Processing
ORD0019313,CUS002117,2025-05-01,Delivered
ORD0019314,CUS003480,2026-08-06,Delivered
ORD0019315,CUS009816,2025-02-01,Cancelled
ORD0019316,CUS008953,2025-10-12,Delivered
ORD0019317,CUS000675,2025-10-26,Delivered
ORD0019318,CUS001041,2025-10-09,Processing
ORD0019319,CUS003194,2026-02-04,Delivered
ORD0019320,CUS004023,2025-04-16,Delivered
ORD0019321,CUS008994,2025-01-20,Delivered
ORD0019322,CUS009592,2025-03-27,Processing
ORD0019323,CUS006335,2026-04-26,Delivered
ORD0019324,CUS001856,2025-12-24,Delivered
ORD0019325,CUS007041,2026-04-24,Delivered
ORD0019326,CUS009710,2025-06-15,Processing
ORD0019327,CUS009239,2025-10-02,Delivered
ORD0019328,CUS007768,2025-05-13,Delivered
ORD0019329,CUS000709,2025-11-19,Shipped
ORD0019330,CUS000690,2025-07-31,Shipped
ORD0019331,CUS008801,2025-05-07,Delivered
ORD0019332,CUS001128,2025-10-01,Shipped
ORD0019333,CUS004713,2025-06-01,Delivered
ORD0019334,CUS003577,2025-11-24,Shipped
ORD0019335,CUS002224,2026-04-18,Delivered
ORD0019336,CUS008087,2026-02-27,Delivered
ORD0019337,CUS000713,2025-08-14,Delivered
ORD0019338,CUS004785,2025-07-20,Processing
ORD0019339,CUS004200,2025-10-11,Processing
ORD0019340,CUS005632,2025-07-27,Delivered
ORD0019341,CUS003252,2026-01-05,Delivered
ORD0019342,CUS009381,2026-05-20,Delivered
ORD0019343,CUS005056,2026-01-07,Delivered
ORD0019344,CUS005625,2025-12-26,Processing
ORD0019345,CUS001946,2026-03-24,Shipped
ORD0019346,CUS004997,2025-09-28,Shipped
ORD0019347,CUS006453,2026-01-07,Delivered
ORD0019348,CUS000605,2025-01-03,Delivered
ORD0019349,CUS009063,2025-06-21,Delivered
ORD0019350,CUS006921,2025-12-18,Delivered
ORD0019351,CUS000313,2025-09-30,Processing
ORD0019352,CUS007495,2025-07-16,Delivered
ORD0019353,CUS006806,2026-05-18,Delivered
ORD0019354,CUS002264,2025-10-21,Delivered
ORD0019355,CUS008678,2026-01-20,Delivered
ORD0019356,CUS008838,2025-06-04,Delivered
ORD0019357,CUS004850,2025-10-03,Delivered
ORD0019358,CUS001401,2026-07-03,Shipped
ORD0019359,CUS008690,2026-02-10,Delivered
