inventory_id,warehouse_id,product_id,quantity,reserved_quantity,last_updated
INV0002437,WH005,PRD00768,162,57,2026-07-14
INV0002438,WH005,PRD00827,964,60,2026-07-20
INV0002439,WH005,PRD00731,784,5,2026-07-31
INV0002440,WH005,PRD00383,366,20,2026-08-01
INV0002441,WH005,PRD00253,50,31,2026-07-10
INV0002442,WH005,PRD00514,880,39,2026-07-08
INV0002443,WH005,PRD00386,267,27,2026-07-16
INV0002444,WH005,PRD00415,341,17,2026-07-25
INV0002445,WH005,PRD00855,703,40,2026-07-27
INV0002446,WH005,PRD00798,288,3,2026-07-13
INV0002447,WH005,PRD00145,636,12,2026-07-27
INV0002448,WH005,PRD00706,532,43,2026-07-12
INV0002449,WH005,PRD00710,822,23,2026-07-12
INV0002450,WH005,PRD00923,222,18,2026-07-09
INV0002451,WH005,PRD00175,47,21,2026-07-21
INV0002452,WH005,PRD00999,528,3,2026-07-14
INV0002453,WH005,PRD00458,517,13,2026-07-30
INV0002454,WH005,PRD00048,387,72,2026-07-07
INV0002455,WH005,PRD00003,824,42,2026-07-24
INV0002456,WH005,PRD00367,712,20,2026-07-22
INV0002457,WH005,PRD00494,641,12,2026-07-18
INV0002458,WH005,PRD00404,797,40,2026-07-19
INV0002459,WH005,PRD00279,1147,28,2026-07-19
INV0002460,WH005,PRD00162,620,77,2026-07-02
INV0002461,WH005,PRD00934,662,3,2026-07-06
INV0002462,WH005,PRD00159,361,52,2026-07-28
INV0002463,WH005,PRD00248,1047,78,2026-07-07
INV0002464,WH005,PRD00596,987,47,2026-07-11
INV0002465,WH005,PRD00888,1005,19,2026-07-31
INV0002466,WH005,PRD00068,392,12,2026-07-23
INV0002467,WH005,PRD00778,402,1,2026-07-20
INV0002468,WH005,PRD00937,207,38,2026-07-25
INV0002469,WH005,PRD00036,363,65,2026-07-16
INV0002470,WH005,PRD00316,749,67,2026-07-14
INV0002471,WH005,PRD00211,593,57,2026-07-31
INV0002472,WH005,PRD00373,1193,2,2026-07-19
INV0002473,WH005,PRD00437,1178,70,2026-07-29
INV0002474,WH005,PRD00178,1130,72,2026-07-28
INV0002475,WH005,PRD00493,456,60,2026-07-30
INV0002476,WH005,PRD00515,122,33,2026-07-23
INV0002477,WH005,PRD00104,1184,7,2026-07-17
INV0002478,WH005,PRD00527,196,13,2026-07-25
INV0002479,WH005,PRD00388,864,32,2026-07-19
INV0002480,WH005,PRD00901,1106,78,2026-07-31
INV0002481,WH005,PRD00150,788,68,2026-07-04
INV0002482,WH005,PRD00334,1080,59,2026-07-16
INV0002483,WH005,PRD00151,643,68,2026-07-03
INV0002484,WH005,PRD00300,52,24,2026-07-13
INV0002485,WH005,PRD00237,205,18,2026-07-12
INV0002486,WH005,PRD00165,943,61,2026-07-13
INV0002487,WH005,PRD00351,76,43,2026-07-26
INV0002488,WH005,PRD00728,1108,63,2026-07-22
INV0002489,WH005,PRD00323,155,64,2026-07-10
INV0002490,WH005,PRD00191,698,27,2026-07-09
INV0002491,WH005,PRD00660,515,23,2026-07-06
INV0002492,WH005,PRD00021,1182,57,2026-07-12
INV0002493,WH005,PRD00557,110,29,2026-07-14
INV0002494,WH005,PRD00181,947,63,2026-07-26
INV0002495,WH005,PRD00233,475,65,2026-08-01
INV0002496,WH005,PRD00738,62,32,2026-07-04
INV0002497,WH005,PRD00347,185,32,2026-07-11
INV0002498,WH005,PRD00295,396,21,2026-07-12
INV0002499,WH005,PRD00332,855,78,2026-07-04
INV0002500,WH005,PRD00646,639,38,2026-07-29
INV0002501,WH006,PRD00156,540,17,2026-07-02
INV0002502,WH006,PRD00164,420,18,2026-07-03
INV0002503,WH006,PRD00314,28,4,2026-07-04
INV0002504,WH006,PRD00456,1129,49,2026-07-21
INV0002505,WH006,PRD00350,1119,48,2026-07-27
INV0002506,WH006,PRD00289,389,28,2026-07-24
INV0002507,WH006,PRD00643,1150,62,2026-07-16
INV0002508,WH006,PRD00291,137,78,2026-07-25
INV0002509,WH006,PRD00189,611,21,2026-07-04
INV0002510,WH006,PRD00894,190,8,2026-07-04
INV0002511,WH006,PRD00542,583,56,2026-07-12
INV0002512,WH006,PRD00892,578,50,2026-07-18
INV0002513,WH006,PRD00348,644,62,2026-07-25
INV0002514,WH006,PRD00559,346,40,2026-07-30
INV0002515,WH006,PRD00495,512,13,2026-07-22
INV0002516,WH006,PRD00166,859,8,2026-07-18
INV0002517,WH006,PRD00225,388,11,2026-07-27
INV0002518,WH006,PRD00987,573,28,2026-07-28
INV0002519,WH006,PRD00037,237,74,2026-07-18
INV0002520,WH006,PRD00943,1172,19,2026-07-24
INV0002521,WH006,PRD00465,970,51,2026-07-29
INV0002522,WH006,PRD00268,947,35,2026-07-31
INV0002523,WH006,PRD00781,467,41,2026-07-12
INV0002524,WH006,PRD00318,418,4,2026-07-31
INV0002525,WH006,PRD00454,680,49,2026-07-16
INV0002526,WH006,PRD00429,554,15,2026-07-05
INV0002527,WH006,PRD00829,919,19,2026-07-17
INV0002528,WH006,PRD00142,430,34,2026-07-31
INV0002529,WH006,PRD00157,800,72,2026-07-06
INV0002530,WH006,PRD00021,1004,42,2026-07-24
INV0002531,WH006,PRD00199,239,29,2026-07-08
INV0002532,WH006,PRD00915,372,49,2026-07-26
INV0002533,WH006,PRD00939,11,13,2026-07-07
INV0002534,WH006,PRD00136,655,7,2026-07-03
INV0002535,WH006,PRD00134,1129,74,2026-07-28
INV0002536,WH006,PRD00170,269,78,2026-07-16
INV0002537,WH006,PRD00969,413,5,2026-07-14
INV0002538,WH006,PRD00018,310,18,2026-07-30
INV0002539,WH006,PRD00791,459,26,2026-07-04
INV0002540,WH006,PRD00908,951,3,2026-07-24
INV0002541,WH006,PRD00221,659,5,2026-07-26
INV0002542,WH006,PRD00162,1053,52,2026-08-01
INV0002543,WH006,PRD00971,1016,21,2026-07-13
INV0002544,WH006,PRD00151,611,24,2026-07-31
INV0002545,WH006,PRD00482,840,17,2026-07-16
INV0002546,WH006,PRD00453,936,24,2026-07-08
INV0002547,WH006,PRD00093,561,42,2026-07-29
INV0002548,WH006,PRD00676,283,73,2026-07-21
INV0002549,WH006,PRD00480,239,78,2026-07-18
INV0002550,WH006,PRD00256,298,68,2026-07-09
INV0002551,WH006,PRD00670,687,42,2026-07-15
INV0002552,WH006,PRD00843,785,63,2026-07-13
INV0002553,WH006,PRD00432,495,15,2026-07-20
INV0002554,WH006,PRD00472,81,19,2026-07-17
INV0002555,WH006,PRD00927,1050,54,2026-07-26
INV0002556,WH006,PRD00788,606,68,2026-07-03
INV0002557,WH006,PRD00935,903,53,2026-07-08
INV0002558,WH006,PRD00331,740,50,2026-07-03
INV0002559,WH006,PRD00507,195,17,2026-07-16
INV0002560,WH006,PRD00339,113,52,2026-07-13
INV0002561,WH006,PRD00907,713,40,2026-07-07
INV0002562,WH006,PRD00089,323,15,2026-07-29
INV0002563,WH006,PRD00434,72,76,2026-07-08
INV0002564,WH006,PRD00901,678,27,2026-07-30
INV0002565,WH006,PRD00436,814,14,2026-07-22
INV0002566,WH006,PRD00068,783,50,2026-07-17
INV0002567,WH006,PRD00063,1133,43,2026-07-13
INV0002568,WH006,PRD00342,908,13,2026-07-26
INV0002569,WH006,PRD00602,549,9,2026-07-29
INV0002570,WH006,PRD00492,267,77,2026-07-28
INV0002571,WH006,PRD00552,1098,66,2026-07-30
INV0002572,WH006,PRD00706,17,34,2026-07-27
INV0002573,WH006,PRD00124,435,70,2026-07-12
INV0002574,WH006,PRD00699,664,80,2026-07-27
INV0002575,WH006,PRD00962,519,57,2026-07-13
INV0002576,WH006,PRD00648,819,40,2026-07-10
INV0002577,WH006,PRD00010,732,37,2026-07-02
INV0002578,WH006,PRD00764,727,5,2026-07-07
INV0002579,WH006,PRD00610,1026,41,2026-07-22
INV0002580,WH006,PRD00430,534,69,2026-07-16
INV0002581,WH006,PRD00274,687,76,2026-07-16
INV0002582,WH006,PRD00092,89,49,2026-07-14
INV0002583,WH006,PRD00065,103,39,2026-07-25
INV0002584,WH006,PRD00075,1186,70,2026-07-17
INV0002585,WH006,PRD00123,1054,67,2026-07-15
INV0002586,WH006,PRD00379,1184,73,2026-07-23
INV0002587,WH006,PRD00636,1115,38,2026-07-08
INV0002588,WH006,PRD00467,573,0,2026-07-20
INV0002589,WH006,PRD00375,79,18,2026-07-07
INV0002590,WH006,PRD00088,794,74,2026-07-08
INV0002591,WH006,PRD00880,71,73,2026-07-12
INV0002592,WH006,PRD00519,749,76,2026-07-23
INV0002593,WH006,PRD00058,99,44,2026-07-11
INV0002594,WH006,PRD00992,271,13,2026-07-14
INV0002595,WH006,PRD00106,1078,73,2026-07-13
INV0002596,WH006,PRD00367,37,23,2026-07-03
INV0002597,WH006,PRD00208,1,63,2026-07-18
INV0002598,WH006,PRD00025,1021,24,2026-07-31
INV0002599,WH006,PRD00228,1091,64,2026-07-04
INV0002600,WH006,PRD00396,185,42,2026-07-25
INV0002601,WH006,PRD00957,40,20,2026-07-14
INV0002602,WH006,PRD00940,451,26,2026-07-26
INV0002603,WH006,PRD00595,793,59,2026-07-18
INV0002604,WH006,PRD00711,124,44,2026-07-28
INV0002605,WH006,PRD00572,1155,63,2026-07-14
INV0002606,WH006,PRD00782,279,45,2026-07-25
INV0002607,WH006,PRD00994,1107,39,2026-07-29
INV0002608,WH006,PRD00303,295,57,2026-07-14
INV0002609,WH006,PRD00335,212,28,2026-07-28
INV0002610,WH006,PRD00184,765,28,2026-07-03
INV0002611,WH006,PRD00632,509,17,2026-07-10
INV0002612,WH006,PRD00812,732,66,2026-07-08
INV0002613,WH006,PRD00132,1148,65,2026-07-07
INV0002614,WH006,PRD00126,532,2,2026-07-23
INV0002615,WH006,PRD00811,161,54,2026-07-27
INV0002616,WH006,PRD00883,995,35,2026-07-27
INV0002617,WH006,PRD00758,280,12,2026-07-28
INV0002618,WH006,PRD00282,229,11,2026-07-09
INV0002619,WH006,PRD00533,667,38,2026-07-12
INV0002620,WH006,PRD00287,556,39,2026-07-12
INV0002621,WH006,PRD00168,1053,44,2026-08-01
INV0002622,WH006,PRD00998,298,38,2026-07-08
INV0002623,WH006,PRD00548,834,9,2026-08-01
INV0002624,WH006,PRD00608,144,49,2026-07-06
INV0002625,WH006,PRD00523,1093,11,2026-07-04
INV0002626,WH006,PRD00448,7,63,2026-07-29
INV0002627,WH006,PRD00606,505,61,2026-07-17
INV0002628,WH006,PRD00592,1188,62,2026-07-25
INV0002629,WH006,PRD00627,30,79,2026-07-12
INV0002630,WH006,PRD00013,685,12,2026-07-10
INV0002631,WH006,PRD00064,621,50,2026-08-01
INV0002632,WH006,PRD00778,915,24,2026-07-05
INV0002633,WH006,PRD00703,1010,22,2026-07-31
INV0002634,WH006,PRD00875,630,5,2026-07-25
INV0002635,WH006,PRD00175,364,38,2026-08-01
INV0002636,WH006,PRD00813,581,38,2026-07-03
INV0002637,WH006,PRD00239,41,13,2026-07-27
INV0002638,WH006,PRD00571,154,56,2026-07-15
INV0002639,WH006,PRD00515,701,54,2026-07-02
INV0002640,WH006,PRD00777,420,39,2026-07-26
INV0002641,WH006,PRD00785,819,8,2026-07-24
INV0002642,WH006,PRD00084,690,46,2026-07-06
INV0002643,WH006,PRD00332,66,10,2026-07-27
INV0002644,WH006,PRD00328,32,32,2026-07-25
INV0002645,WH006,PRD00646,169,20,2026-07-16
INV0002646,WH006,PRD00855,890,68,2026-07-05
INV0002647,WH006,PRD00679,870,54,2026-07-18
INV0002648,WH006,PRD00298,898,44,2026-07-20
INV0002649,WH006,PRD00320,601,51,2026-07-04
INV0002650,WH006,PRD00557,1027,25,2026-07-20
INV0002651,WH006,PRD00403,495,26,2026-07-08
INV0002652,WH006,PRD00283,308,4,2026-07-14
INV0002653,WH006,PRD00061,578,66,2026-07-09
INV0002654,WH006,PRD00072,193,52,2026-07-16
INV0002655,WH006,PRD00958,726,24,2026-07-30
INV0002656,WH006,PRD00390,1192,74,2026-07-11
INV0002657,WH006,PRD00056,3,67,2026-07-17
INV0002658,WH006,PRD00473,68,8,2026-07-08
INV0002659,WH006,PRD00734,623,48,2026-07-29
INV0002660,WH006,PRD00669,1055,60,2026-07-04
INV0002661,WH006,PRD00059,116,80,2026-07-10
INV0002662,WH006,PRD00129,335,60,2026-07-10
INV0002663,WH006,PRD00831,467,79,2026-07-28
INV0002664,WH006,PRD00387,545,49,2026-07-18
INV0002665,WH006,PRD00532,1102,29,2026-07-30
INV0002666,WH006,PRD00392,624,49,2026-07-24
INV0002667,WH006,PRD00305,322,42,2026-07-08
INV0002668,WH006,PRD00581,59,65,2026-07-07
INV0002669,WH006,PRD00095,1059,22,2026-07-25
INV0002670,WH006,PRD00884,289,33,2026-07-12
INV0002671,WH006,PRD00295,406,79,2026-07-19
INV0002672,WH006,PRD00005,1169,55,2026-07-05
INV0002673,WH006,PRD00903,624,57,2026-07-11
INV0002674,WH006,PRD00570,1004,27,2026-07-02
INV0002675,WH006,PRD00041,304,31,2026-07-17
INV0002676,WH006,PRD00937,321,32,2026-07-05
INV0002677,WH006,PRD00748,337,77,2026-07-27
INV0002678,WH006,PRD00112,177,31,2026-07-25
INV0002679,WH006,PRD00763,283,39,2026-07-02
INV0002680,WH006,PRD00191,10,50,2026-07-30
INV0002681,WH006,PRD00181,1058,51,2026-07-11
INV0002682,WH006,PRD00439,591,51,2026-08-01
INV0002683,WH006,PRD00527,732,50,2026-07-14
INV0002684,WH006,PRD00588,306,57,2026-07-24
INV0002685,WH006,PRD00066,759,3,2026-07-03
INV0002686,WH006,PRD00261,750,52,2026-07-13
INV0002687,WH006,PRD00045,734,67,2026-07-27
INV0002688,WH006,PRD00438,783,10,2026-07-03
INV0002689,WH006,PRD00506,879,74,2026-07-29
INV0002690,WH006,PRD00580,408,35,2026-07-02
INV0002691,WH006,PRD00535,455,80,2026-07-08
INV0002692,WH006,PRD00272,1069,9,2026-07-28
INV0002693,WH006,PRD00032,694,71,2026-07-03
INV0002694,WH006,PRD00276,96,23,2026-07-22
INV0002695,WH006,PRD00658,802,21,2026-07-30
INV0002696,WH006,PRD00638,906,34,2026-07-17
INV0002697,WH006,PRD00642,892,6,2026-07-23
INV0002698,WH006,PRD00835,608,7,2026-07-23
INV0002699,WH006,PRD00689,301,34,2026-07-29
INV0002700,WH006,PRD00354,591,18,2026-07-10
INV0002701,WH006,PRD00832,852,40,2026-07-20
INV0002702,WH006,PRD00509,317,54,2026-07-30
INV0002703,WH006,PRD00288,809,7,2026-07-24
INV0002704,WH006,PRD00647,827,38,2026-07-25
INV0002705,WH006,PRD00924,54,3,2026-07-18
INV0002706,WH006,PRD00584,328,39,2026-07-18
INV0002707,WH006,PRD00414,805,49,2026-07-10
INV0002708,WH006,PRD00427,20,45,2026-07-08
INV0002709,WH006,PRD00959,446,9,2026-07-06
INV0002710,WH006,PRD00347,446,78,2026-07-10
INV0002711,WH006,PRD00558,984,67,2026-07-26
INV0002712,WH006,PRD00230,946,36,2026-07-17
INV0002713,WH006,PRD00397,770,48,2026-07-07
INV0002714,WH006,PRD00759,459,63,2026-07-17
INV0002715,WH006,PRD00107,986,23,2026-07-23
INV0002716,WH006,PRD00145,360,32,2026-07-27
INV0002717,WH006,PRD00773,988,65,2026-07-23
INV0002718,WH006,PRD00712,147,22,2026-07-05
INV0002719,WH006,PRD00914,1103,62,2026-07-12
INV0002720,WH006,PRD00016,844,13,2026-07-28
INV0002721,WH006,PRD00078,1033,18,2026-07-19
INV0002722,WH006,PRD00486,216,20,2026-07-24
INV0002723,WH006,PRD00312,1194,78,2026-07-05
INV0002724,WH006,PRD00656,1133,59,2026-07-18
INV0002725,WH006,PRD00094,1161,76,2026-07-05
INV0002726,WH006,PRD00466,586,64,2026-07-30
INV0002727,WH006,PRD00271,1193,39,2026-07-10
INV0002728,WH006,PRD00165,76,52,2026-07-10
INV0002729,WH006,PRD00292,1129,15,2026-07-27
INV0002730,WH006,PRD00246,938,44,2026-07-20
INV0002731,WH006,PRD00756,184,1,2026-07-23
INV0002732,WH006,PRD00808,75,71,2026-07-19
INV0002733,WH006,PRD00902,967,24,2026-07-28
INV0002734,WH006,PRD00474,662,66,2026-07-03
INV0002735,WH006,PRD00243,804,64,2026-07-02
INV0002736,WH006,PRD00968,545,66,2026-07-30
INV0002737,WH006,PRD00286,61,48,2026-07-05
INV0002738,WH006,PRD00787,327,35,2026-07-18
INV0002739,WH006,PRD00028,152,49,2026-07-21
INV0002740,WH006,PRD00141,802,78,2026-07-26
INV0002741,WH006,PRD00494,1096,53,2026-07-04
INV0002742,WH006,PRD00918,649,8,2026-07-03
INV0002743,WH006,PRD00741,373,3,2026-07-22
INV0002744,WH006,PRD00539,538,14,2026-07-21
INV0002745,WH006,PRD00805,263,64,2026-08-01
INV0002746,WH006,PRD00804,990,64,2026-07-19
INV0002747,WH006,PRD00422,613,59,2026-07-08
INV0002748,WH006,PRD00423,990,0,2026-07-29
INV0002749,WH006,PRD00724,860,74,2026-07-20
INV0002750,WH006,PRD00649,283,2,2026-07-04
INV0002751,WH006,PRD00012,309,30,2026-07-26
INV0002752,WH006,PRD00932,778,16,2026-07-17
INV0002753,WH006,PRD00569,62,51,2026-07-21
INV0002754,WH006,PRD00147,499,71,2026-07-30
INV0002755,WH006,PRD00418,426,60,2026-07-15
INV0002756,WH006,PRD00923,677,49,2026-07-10
INV0002757,WH006,PRD00155,281,25,2026-07-22
INV0002758,WH006,PRD00341,603,28,2026-07-21
INV0002759,WH006,PRD00442,138,20,2026-07-14
INV0002760,WH006,PRD00452,39,39,2026-07-21
INV0002761,WH006,PRD00458,1116,72,2026-07-07
INV0002762,WH006,PRD00838,851,28,2026-07-10
INV0002763,WH006,PRD00737,1129,45,2026-07-06
INV0002764,WH006,PRD00960,745,17,2026-07-23
INV0002765,WH006,PRD00009,98,43,2026-07-05
INV0002766,WH006,PRD00921,80,7,2026-07-24
INV0002767,WH006,PRD00389,647,11,2026-07-09
INV0002768,WH006,PRD00972,44,51,2026-07-12
INV0002769,WH006,PRD00457,780,52,2026-08-01
INV0002770,WH006,PRD00373,764,71,2026-07-16
INV0002771,WH006,PRD00719,90,74,2026-07-22
INV0002772,WH006,PRD00077,1164,20,2026-07-12
INV0002773,WH006,PRD00854,534,27,2026-07-14
INV0002774,WH006,PRD00327,1031,10,2026-07-22
INV0002775,WH006,PRD00725,1078,80,2026-07-16
INV0002776,WH006,PRD00739,504,20,2026-07-28
INV0002777,WH006,PRD00798,767,62,2026-07-31
INV0002778,WH006,PRD00674,345,14,2026-07-29
INV0002779,WH006,PRD00285,843,69,2026-07-09
INV0002780,WH006,PRD00521,799,51,2026-07-11
INV0002781,WH006,PRD00612,88,20,2026-07-06
INV0002782,WH006,PRD00573,1103,77,2026-07-11
INV0002783,WH006,PRD00265,372,67,2026-07-04
INV0002784,WH006,PRD00522,191,32,2026-07-13
INV0002785,WH006,PRD00583,1036,77,2026-07-20
INV0002786,WH006,PRD00769,716,55,2026-07-05
INV0002787,WH006,PRD00015,193,61,2026-07-15
INV0002788,WH006,PRD00232,226,46,2026-07-24
INV0002789,WH006,PRD00400,1131,24,2026-07-02
INV0002790,WH006,PRD00626,786,11,2026-07-09
INV0002791,WH006,PRD00952,141,40,2026-07-25
INV0002792,WH006,PRD00917,1142,28,2026-07-25
INV0002793,WH006,PRD00882,773,49,2026-07-08
INV0002794,WH006,PRD00240,625,36,2026-07-14
INV0002795,WH006,PRD00370,402,36,2026-07-18
INV0002796,WH006,PRD00682,577,29,2026-07-31
INV0002797,WH006,PRD00974,476,37,2026-07-12
INV0002798,WH006,PRD00961,290,55,2026-07-02
INV0002799,WH006,PRD00896,953,70,2026-07-09
INV0002800,WH006,PRD00233,549,43,2026-07-07
INV0002801,WH006,PRD00966,810,55,2026-07-09
INV0002802,WH006,PRD00363,132,13,2026-07-08
INV0002803,WH006,PRD00853,673,44,2026-07-20
INV0002804,WH006,PRD00125,1151,9,2026-07-04
INV0002805,WH006,PRD00911,837,0,2026-07-13
INV0002806,WH006,PRD00406,784,39,2026-07-11
INV0002807,WH006,PRD00382,117,47,2026-07-18
INV0002808,WH006,PRD00912,1047,63,2026-07-05
INV0002809,WH006,PRD00768,876,53,2026-08-01
INV0002810,WH006,PRD00210,155,60,2026-07-03
INV0002811,WH006,PRD00603,1115,20,2026-07-11
INV0002812,WH006,PRD00349,780,12,2026-07-05
INV0002813,WH006,PRD00121,582,80,2026-07-17
INV0002814,WH006,PRD00895,465,2,2026-07-18
INV0002815,WH006,PRD00956,598,69,2026-07-09
INV0002816,WH006,PRD00704,58,19,2026-07-18
INV0002817,WH006,PRD00528,1019,17,2026-07-02
INV0002818,WH006,PRD00836,1016,25,2026-08-01
INV0002819,WH006,PRD00029,229,75,2026-07-04
INV0002820,WH006,PRD00625,875,79,2026-07-07
INV0002821,WH006,PRD00308,1197,39,2026-07-20
INV0002822,WH006,PRD00546,763,19,2026-07-29
INV0002823,WH006,PRD00253,973,37,2026-07-05
INV0002824,WH006,PRD00662,761,50,2026-07-22
INV0002825,WH006,PRD00475,1138,74,2026-07-03
INV0002826,WH006,PRD00167,1118,68,2026-07-24
INV0002827,WH006,PRD00214,400,70,2026-07-19
INV0002828,WH006,PRD00617,1151,37,2026-07-06
INV0002829,WH006,PRD00329,621,28,2026-07-10
INV0002830,WH006,PRD00934,1141,2,2026-07-11
INV0002831,WH006,PRD00728,802,66,2026-07-24
INV0002832,WH006,PRD00579,217,38,2026-07-21
INV0002833,WH006,PRD00469,954,73,2026-07-21
INV0002834,WH006,PRD00086,711,58,2026-07-26
INV0002835,WH006,PRD00654,1132,8,2026-07-22
INV0002836,WH006,PRD00628,868,57,2026-07-14
INV0002837,WH006,PRD00818,960,16,2026-07-16
INV0002838,WH006,PRD00491,164,44,2026-07-03
INV0002839,WH006,PRD00738,869,10,2026-07-26
INV0002840,WH006,PRD00111,43,16,2026-07-07
INV0002841,WH006,PRD00731,464,20,2026-07-07
INV0002842,WH006,PRD00933,985,51,2026-07-26
INV0002843,WH006,PRD00238,184,50,2026-07-10
INV0002844,WH006,PRD00280,581,77,2026-07-17
INV0002845,WH006,PRD00441,422,73,2026-07-18
INV0002846,WH006,PRD00681,805,66,2026-07-18
INV0002847,WH006,PRD00148,785,46,2026-07-14
INV0002848,WH006,PRD00322,836,37,2026-07-05
INV0002849,WH006,PRD00752,1023,13,2026-07-15
INV0002850,WH006,PRD00116,164,61,2026-07-21
INV0002851,WH006,PRD00890,464,34,2026-07-31
INV0002852,WH006,PRD00789,1189,55,2026-07-29
INV0002853,WH006,PRD00174,1176,79,2026-07-18
INV0002854,WH006,PRD00990,704,14,2026-07-30
INV0002855,WH006,PRD00468,994,40,2026-07-19
INV0002856,WH006,PRD00490,446,36,2026-07-06
INV0002857,WH006,PRD00905,572,7,2026-07-19
INV0002858,WH006,PRD00929,102,19,2026-07-29
INV0002859,WH006,PRD00641,71,75,2026-07-29
INV0002860,WH006,PRD00464,784,23,2026-07-19
INV0002861,WH006,PRD00031,850,79,2026-07-02
INV0002862,WH006,PRD00973,859,61,2026-07-27
INV0002863,WH006,PRD00631,931,64,2026-07-10
INV0002864,WH006,PRD00809,489,27,2026-07-27
INV0002865,WH006,PRD00204,364,48,2026-07-03
INV0002866,WH006,PRD00524,425,62,2026-07-26
INV0002867,WH006,PRD00034,133,72,2026-07-19
INV0002868,WH006,PRD00928,1058,22,2026-07-23
INV0002869,WH006,PRD00496,396,53,2026-07-14
INV0002870,WH006,PRD00976,1024,9,2026-07-08
INV0002871,WH006,PRD00368,258,5,2026-07-31
INV0002872,WH006,PRD00096,881,60,2026-07-15
INV0002873,WH006,PRD00645,919,20,2026-07-19
INV0002874,WH006,PRD00211,939,15,2026-07-21
INV0002875,WH006,PRD00371,864,74,2026-07-30
INV0002876,WH006,PRD00714,617,59,2026-07-07
INV0002877,WH006,PRD00877,30,9,2026-07-27
INV0002878,WH006,PRD00236,1112,27,2026-07-02
INV0002879,WH006,PRD00508,523,45,2026-07-23
INV0002880,WH006,PRD00770,160,48,2026-07-24
INV0002881,WH006,PRD00241,791,3,2026-07-17
INV0002882,WH006,PRD00011,220,44,2026-07-31
INV0002883,WH006,PRD00660,2,55,2026-07-12
INV0002884,WH006,PRD00006,805,44,2026-07-03
INV0002885,WH006,PRD00488,339,70,2026-07-22
INV0002886,WH006,PRD00315,410,6,2026-07-31
INV0002887,WH006,PRD00878,533,41,2026-07-21
INV0002888,WH006,PRD00224,961,65,2026-07-04
INV0002889,WH006,PRD00525,819,68,2026-07-05
INV0002890,WH006,PRD00729,687,79,2026-07-27
INV0002891,WH006,PRD00340,307,19,2026-07-05
INV0002892,WH006,PRD00869,258,6,2026-08-01
INV0002893,WH006,PRD00686,788,44,2026-07-09
INV0002894,WH006,PRD00897,979,57,2026-07-23
INV0002895,WH006,PRD00723,236,38,2026-07-24
INV0002896,WH006,PRD00806,277,7,2026-07-30
INV0002897,WH006,PRD00409,1039,0,2026-07-26
INV0002898,WH006,PRD00820,584,18,2026-08-01
INV0002899,WH006,PRD00803,775,70,2026-07-18
INV0002900,WH006,PRD00604,354,8,2026-07-03
INV0002901,WH006,PRD00946,1023,3,2026-07-24
INV0002902,WH006,PRD00793,878,53,2026-07-16
INV0002903,WH006,PRD00163,967,3,2026-07-02
INV0002904,WH006,PRD00485,1142,15,2026-07-07
INV0002905,WH006,PRD00146,1001,78,2026-07-20
INV0002906,WH006,PRD00133,290,15,2026-07-30
INV0002907,WH006,PRD00691,888,61,2026-07-29
INV0002908,WH006,PRD00304,300,30,2026-07-31
INV0002909,WH006,PRD00989,543,49,2026-07-10
INV0002910,WH006,PRD00380,702,64,2026-07-25
INV0002911,WH006,PRD00172,813,46,2026-07-13
INV0002912,WH006,PRD00069,1104,0,2026-07-09
INV0002913,WH006,PRD00404,196,52,2026-07-11
INV0002914,WH006,PRD00620,850,45,2026-07-15
INV0002915,WH006,PRD00388,208,28,2026-07-19
INV0002916,WH006,PRD00916,834,20,2026-07-27
INV0002917,WH006,PRD00948,313,4,2026-07-15
INV0002918,WH006,PRD00293,770,8,2026-07-11
INV0002919,WH006,PRD00003,56,17,2026-07-29
INV0002920,WH006,PRD00420,486,2,2026-07-10
INV0002921,WH006,PRD00554,744,3,2026-07-05
INV0002922,WH006,PRD00710,1169,48,2026-07-06
INV0002923,WH006,PRD00203,483,77,2026-07-14
INV0002924,WH006,PRD00130,532,62,2026-07-15
INV0002925,WH006,PRD00520,397,37,2026-07-16
INV0002926,WH006,PRD00108,1120,9,2026-07-10
INV0002927,WH006,PRD00767,544,50,2026-08-01
INV0002928,WH006,PRD00556,1143,18,2026-07-24
INV0002929,WH006,PRD00071,909,38,2026-08-01
INV0002930,WH006,PRD00002,959,72,2026-07-10
INV0002931,WH006,PRD00851,619,26,2026-07-23
INV0002932,WH006,PRD00587,638,36,2026-07-07
INV0002933,WH006,PRD00047,231,59,2026-07-06
INV0002934,WH006,PRD00085,755,48,2026-07-19
INV0002935,WH006,PRD00986,789,11,2026-07-06
INV0002936,WH006,PRD00751,815,23,2026-07-30
INV0002937,WH006,PRD00953,455,21,2026-07-25
INV0002938,WH006,PRD00607,1195,23,2026-07-13
INV0002939,WH006,PRD00754,764,1,2026-07-29
INV0002940,WH006,PRD00433,989,49,2026-07-30
INV0002941,WH006,PRD00131,81,24,2026-07-28
INV0002942,WH006,PRD00578,209,50,2026-07-22
INV0002943,WH006,PRD00053,1028,0,2026-07-15
INV0002944,WH006,PRD00035,941,19,2026-07-20
INV0002945,WH006,PRD00180,974,4,2026-07-05
INV0002946,WH006,PRD00997,679,9,2026-07-09
INV0002947,WH006,PRD00596,234,79,2026-07-25
INV0002948,WH006,PRD00160,1073,68,2026-07-26
INV0002949,WH006,PRD00036,126,77,2026-08-01
