shipment_id,order_id,warehouse_id,shipment_date,delivery_date,carrier,status
SHP0022807,ORD0036960,WH008,2025-03-12,2025-03-13,BlueDart,Delivered
SHP0022808,ORD0048611,WH010,2026-05-20,2026-05-25,Delhivery,Delivered
SHP0022809,ORD0033207,WH010,2025-08-03,2025-08-08,XpressBees,In Transit
SHP0022810,ORD0044885,WH003,2025-10-31,2025-11-08,XpressBees,Delivered
SHP0022811,ORD0032504,WH009,2025-10-16,2025-10-18,XpressBees,Delivered
SHP0022812,ORD0031901,WH010,2025-05-05,2025-05-12,DTDC,Delivered
SHP0022813,ORD0019837,WH001,2026-04-02,2026-04-04,BlueDart,Delivered
SHP0022814,ORD0020389,WH007,2026-01-14,2026-01-15,XpressBees,Delivered
SHP0022815,ORD0008327,WH010,2025-08-25,2025-08-31,BlueDart,Delivered
SHP0022816,ORD0043496,WH006,2025-06-06,2025-06-13,Delhivery,Delivered
SHP0022817,ORD0019896,WH006,2026-04-06,2026-04-11,Delhivery,Delivered
SHP0022818,ORD0034842,WH001,2025-11-26,2025-12-01,Ecom Express,Delivered
SHP0022819,ORD0018904,WH004,2025-11-21,2025-11-29,DTDC,Delivered
SHP0022820,ORD0047380,WH006,2026-08-23,2026-08-29,Ecom Express,Delivered
SHP0022821,ORD0011563,WH007,2026-07-31,2026-08-06,DTDC,Delivered
SHP0022822,ORD0039395,WH007,2026-08-08,2026-08-15,XpressBees,Delivered
SHP0022823,ORD0037000,WH007,2025-07-31,2025-08-06,XpressBees,Delivered
SHP0022824,ORD0032008,WH005,2025-01-08,2025-01-16,DTDC,Delivered
SHP0022825,ORD0047059,WH005,2025-04-16,2025-04-17,XpressBees,Delivered
SHP0022826,ORD0039858,WH001,2026-05-09,2026-05-17,DTDC,Delivered
SHP0022827,ORD0003412,WH004,2026-01-14,2026-01-15,Delhivery,Delivered
SHP0022828,ORD0004631,WH004,2025-03-05,2025-03-10,Delhivery,Delivered
SHP0022829,ORD0001618,WH006,2025-12-28,2026-01-05,Delhivery,Delivered
SHP0022830,ORD0032623,WH008,2025-11-24,2025-11-29,Delhivery,Delivered
SHP0022831,ORD0044086,WH008,2026-06-26,2026-07-03,BlueDart,Delivered
SHP0022832,ORD0035502,WH003,2025-12-11,2025-12-17,Delhivery,Delivered
SHP0022833,ORD0023185,WH001,2025-03-31,2025-04-07,XpressBees,Delivered
SHP0022834,ORD0019193,WH009,2025-07-27,2025-07-31,Delhivery,Delayed
SHP0022835,ORD0027944,WH010,2025-02-15,2025-02-23,Delhivery,Delivered
SHP0022836,ORD0025402,WH009,2026-08-07,2026-08-12,BlueDart,Delivered
SHP0022837,ORD0016288,WH008,2025-11-23,2025-11-30,Ecom Express,Delayed
SHP0022838,ORD0016361,WH004,2025-09-26,2025-09-27,Delhivery,Delivered
SHP0022839,ORD0019630,WH004,2025-12-01,2025-12-09,XpressBees,Delivered
SHP0022840,ORD0035264,WH009,2026-01-09,2026-01-12,Ecom Express,Delivered
SHP0022841,ORD0046669,WH006,2025-07-04,2025-07-11,Delhivery,Delivered
SHP0022842,ORD0013280,WH004,2025-04-15,2025-04-21,BlueDart,Delivered
SHP0022843,ORD0021677,WH004,2025-11-07,2025-11-13,XpressBees,Delayed
SHP0022844,ORD0037528,WH009,2025-06-17,2025-06-20,BlueDart,Delivered
SHP0022845,ORD0005518,WH010,2025-08-06,2025-08-07,DTDC,Delivered
SHP0022846,ORD0013053,WH003,2026-06-06,2026-06-11,Ecom Express,Delivered
SHP0022847,ORD0011430,WH002,2025-08-05,2025-08-07,BlueDart,Delivered
SHP0022848,ORD0009089,WH009,2026-08-19,2026-08-21,BlueDart,Delivered
SHP0022849,ORD0040295,WH010,2025-10-08,2025-10-10,DTDC,Delivered
SHP0022850,ORD0036078,WH008,2025-05-06,2025-05-11,DTDC,Delivered
SHP0022851,ORD0005590,WH004,2025-11-23,2025-11-30,Ecom Express,Delivered
SHP0022852,ORD0003527,WH005,2025-11-23,2025-11-29,XpressBees,Delivered
SHP0022853,ORD0036664,WH008,2026-07-04,2026-07-07,Delhivery,Delivered
SHP0022854,ORD0038473,WH005,2026-08-11,2026-08-17,XpressBees,Delivered
SHP0022855,ORD0018960,WH001,2026-01-19,2026-01-25,BlueDart,Delivered
SHP0022856,ORD0012567,WH001,2025-08-22,2025-08-26,DTDC,Delivered
SHP0022857,ORD0025537,WH006,2025-03-23,2025-03-25,BlueDart,In Transit
SHP0022858,ORD0040924,WH002,2025-10-13,2025-10-14,XpressBees,Delayed
SHP0022859,ORD0003261,WH006,2025-12-04,2025-12-06,XpressBees,Delivered
SHP0022860,ORD0022475,WH003,2025-02-28,2025-03-06,Delhivery,Delivered
SHP0022861,ORD0002403,WH006,2025-09-02,2025-09-10,DTDC,Delivered
SHP0022862,ORD0005392,WH009,2025-02-02,2025-02-03,Delhivery,Delivered
SHP0022863,ORD0042040,WH001,2026-03-03,2026-03-07,DTDC,Delivered
SHP0022864,ORD0003496,WH004,2025-10-27,2025-11-04,Ecom Express,Delivered
SHP0022865,ORD0048416,WH003,2026-06-25,2026-07-02,Ecom Express,Delivered
SHP0022866,ORD0046060,WH009,2025-06-11,2025-06-16,Delhivery,In Transit
SHP0022867,ORD0025922,WH004,2026-05-02,2026-05-06,BlueDart,Delivered
SHP0022868,ORD0033023,WH004,2026-02-12,2026-02-14,BlueDart,Delivered
SHP0022869,ORD0012693,WH001,2025-11-28,2025-12-05,DTDC,Delivered
SHP0022870,ORD0047837,WH002,2025-10-02,2025-10-04,BlueDart,In Transit
SHP0022871,ORD0019831,WH002,2025-04-15,2025-04-18,Ecom Express,Delivered
SHP0022872,ORD0035867,WH009,2025-09-18,2025-09-21,Delhivery,Delivered
SHP0022873,ORD0017397,WH001,2025-07-07,2025-07-10,BlueDart,Delivered
SHP0022874,ORD0000769,WH006,2026-03-27,2026-04-03,Ecom Express,In Transit
SHP0022875,ORD0036444,WH006,2025-09-04,2025-09-10,XpressBees,Delivered
SHP0022876,ORD0024016,WH006,2025-12-18,2025-12-26,Delhivery,Delivered
SHP0022877,ORD0030942,WH009,2026-04-30,2026-05-07,Delhivery,Delivered
SHP0022878,ORD0013119,WH004,2026-03-02,2026-03-07,XpressBees,Delayed
SHP0022879,ORD0006504,WH002,2026-04-08,2026-04-09,XpressBees,Delivered
SHP0022880,ORD0044693,WH006,2025-09-01,2025-09-02,DTDC,Delivered
SHP0022881,ORD0011171,WH006,2025-04-14,2025-04-15,DTDC,Delivered
SHP0022882,ORD0025675,WH008,2026-06-11,2026-06-16,Delhivery,Delayed
SHP0022883,ORD0000297,WH009,2026-06-20,2026-06-28,XpressBees,Delivered
SHP0022884,ORD0015924,WH008,2025-04-08,2025-04-09,BlueDart,Delivered
SHP0022885,ORD0049305,WH005,2025-01-21,2025-01-22,Ecom Express,Delivered
SHP0022886,ORD0031478,WH004,2026-08-20,2026-08-28,DTDC,Delivered
SHP0022887,ORD0023779,WH009,2025-09-25,2025-10-02,Delhivery,Delivered
SHP0022888,ORD0030229,WH006,2026-04-08,2026-04-12,Ecom Express,Delivered
SHP0022889,ORD0017063,WH004,2025-06-19,2025-06-25,Delhivery,Delivered
SHP0022890,ORD0013380,WH010,2026-03-02,2026-03-07,BlueDart,Delivered
SHP0022891,ORD0041548,WH002,2026-01-25,2026-01-28,DTDC,In Transit
SHP0022892,ORD0006860,WH009,2025-06-13,2025-06-15,Delhivery,Delivered
SHP0022893,ORD0003671,WH004,2026-02-23,2026-02-25,BlueDart,Delivered
SHP0022894,ORD0027622,WH002,2025-09-18,2025-09-19,BlueDart,Delivered
SHP0022895,ORD0006932,WH007,2026-04-04,2026-04-11,DTDC,Delivered
SHP0022896,ORD0000086,WH008,2025-09-16,2025-09-20,DTDC,Delivered
SHP0022897,ORD0029963,WH009,2026-06-25,2026-07-03,Delhivery,In Transit
SHP0022898,ORD0033622,WH008,2026-05-17,2026-05-18,BlueDart,Delivered
SHP0022899,ORD0042439,WH009,2026-03-19,2026-03-24,Delhivery,Delivered
SHP0022900,ORD0037227,WH008,2025-01-03,2025-01-04,BlueDart,Delayed
SHP0022901,ORD0030558,WH005,2026-04-09,2026-04-13,DTDC,Delivered
SHP0022902,ORD0005956,WH002,2026-03-02,2026-03-08,Delhivery,Delivered
SHP0022903,ORD0047251,WH004,2026-03-26,2026-03-31,Ecom Express,Delivered
SHP0022904,ORD0009145,WH006,2026-07-10,2026-07-14,Delhivery,In Transit
SHP0022905,ORD0025615,WH008,2025-04-15,2025-04-21,DTDC,Delivered
SHP0022906,ORD0002737,WH010,2026-07-24,2026-07-27,Delhivery,Delivered
SHP0022907,ORD0028333,WH003,2025-09-13,2025-09-20,Ecom Express,Delivered
SHP0022908,ORD0048260,WH010,2025-07-16,2025-07-21,BlueDart,In Transit
SHP0022909,ORD0041408,WH006,2026-05-08,2026-05-16,Delhivery,Delivered
SHP0022910,ORD0005157,WH003,2025-07-14,2025-07-18,DTDC,Delivered
SHP0022911,ORD0006862,WH002,2025-03-12,2025-03-14,BlueDart,Delivered
SHP0022912,ORD0017208,WH007,2026-05-25,2026-05-27,XpressBees,Delivered
SHP0022913,ORD0046694,WH010,2025-04-01,2025-04-06,Delhivery,Delivered
SHP0022914,ORD0002593,WH004,2025-12-02,2025-12-05,Delhivery,Delivered
SHP0022915,ORD0031883,WH008,2025-07-23,2025-07-27,XpressBees,Delivered
SHP0022916,ORD0023001,WH006,2025-07-24,2025-07-25,BlueDart,Delivered
SHP0022917,ORD0019446,WH002,2026-06-05,2026-06-13,Ecom Express,Delivered
SHP0022918,ORD0049168,WH003,2025-06-13,2025-06-21,BlueDart,In Transit
SHP0022919,ORD0015763,WH009,2025-09-28,2025-09-29,BlueDart,Delayed
SHP0022920,ORD0000587,WH008,2026-02-04,2026-02-10,Ecom Express,Delivered
SHP0022921,ORD0037620,WH010,2026-04-18,2026-04-23,Delhivery,Delivered
SHP0022922,ORD0008661,WH001,2026-02-13,2026-02-17,DTDC,Delivered
SHP0022923,ORD0016080,WH005,2026-01-12,2026-01-13,Delhivery,In Transit
SHP0022924,ORD0007797,WH005,2025-11-07,2025-11-10,DTDC,Delivered
SHP0022925,ORD0022742,WH006,2025-09-19,2025-09-25,XpressBees,In Transit
SHP0022926,ORD0008533,WH004,2026-05-20,2026-05-22,DTDC,Delivered
SHP0022927,ORD0030552,WH007,2026-06-15,2026-06-16,BlueDart,Delivered
SHP0022928,ORD0037031,WH005,2026-03-27,2026-03-28,DTDC,In Transit
SHP0022929,ORD0022299,WH007,2026-03-11,2026-03-14,BlueDart,Delivered
SHP0022930,ORD0044211,WH003,2025-03-30,2025-04-02,BlueDart,Delayed
SHP0022931,ORD0001124,WH010,2025-02-22,2025-02-28,DTDC,Delivered
SHP0022932,ORD0018273,WH003,2026-07-24,2026-07-31,BlueDart,Delayed
SHP0022933,ORD0017081,WH004,2025-05-29,2025-06-02,DTDC,In Transit
SHP0022934,ORD0013546,WH005,2026-04-22,2026-04-29,Delhivery,Delivered
SHP0022935,ORD0001291,WH002,2026-08-25,2026-09-02,Delhivery,In Transit
SHP0022936,ORD0010475,WH001,2026-01-21,2026-01-27,BlueDart,Delivered
SHP0022937,ORD0012379,WH003,2025-06-01,2025-06-06,BlueDart,In Transit
SHP0022938,ORD0031381,WH008,2026-08-15,2026-08-18,BlueDart,Delivered
SHP0022939,ORD0017934,WH001,2025-07-31,2025-08-05,Ecom Express,In Transit
SHP0022940,ORD0034011,WH009,2026-02-24,2026-03-04,DTDC,Delivered
SHP0022941,ORD0025363,WH006,2025-09-25,2025-09-26,Delhivery,Delivered
SHP0022942,ORD0002775,WH002,2026-04-21,2026-04-27,DTDC,Delivered
SHP0022943,ORD0043087,WH002,2025-02-17,2025-02-20,Delhivery,In Transit
SHP0022944,ORD0030916,WH001,2025-04-06,2025-04-09,XpressBees,Delivered
SHP0022945,ORD0041854,WH010,2026-01-24,2026-01-31,BlueDart,Delivered
SHP0022946,ORD0047263,WH007,2025-07-17,2025-07-19,Delhivery,Delivered
SHP0022947,ORD0019040,WH007,2025-07-22,2025-07-30,Delhivery,Delivered
SHP0022948,ORD0013791,WH002,2025-08-09,2025-08-12,DTDC,Delivered
SHP0022949,ORD0008347,WH002,2026-02-13,2026-02-20,BlueDart,Delivered
SHP0022950,ORD0033834,WH006,2026-04-29,2026-04-30,Delhivery,Delivered
SHP0022951,ORD0031667,WH007,2025-02-06,2025-02-09,DTDC,Delivered
SHP0022952,ORD0008206,WH003,2026-05-31,2026-06-06,BlueDart,Delayed
SHP0022953,ORD0047984,WH006,2025-08-05,2025-08-13,Delhivery,Delivered
SHP0022954,ORD0016253,WH008,2026-03-10,2026-03-18,BlueDart,Delivered
SHP0022955,ORD0034997,WH007,2025-07-23,2025-07-30,XpressBees,Delivered
SHP0022956,ORD0003833,WH001,2025-02-25,2025-03-02,Delhivery,Delivered
SHP0022957,ORD0035665,WH001,2026-06-18,2026-06-26,Ecom Express,Delivered
SHP0022958,ORD0009924,WH002,2025-07-27,2025-07-28,BlueDart,Delivered
SHP0022959,ORD0035361,WH001,2025-07-10,2025-07-18,DTDC,In Transit
SHP0022960,ORD0000099,WH007,2025-10-27,2025-11-02,Ecom Express,Delivered
SHP0022961,ORD0034773,WH004,2025-06-13,2025-06-16,DTDC,Delivered
SHP0022962,ORD0007655,WH005,2025-01-17,2025-01-20,Ecom Express,Delivered
SHP0022963,ORD0006602,WH006,2025-01-13,2025-01-15,Ecom Express,Delivered
SHP0022964,ORD0043995,WH009,2026-06-26,2026-07-03,Ecom Express,Delivered
SHP0022965,ORD0028589,WH002,2026-01-25,2026-01-27,Ecom Express,In Transit
SHP0022966,ORD0026840,WH002,2025-12-31,2026-01-02,XpressBees,Delivered
SHP0022967,ORD0039293,WH007,2025-10-03,2025-10-07,Delhivery,Delivered
SHP0022968,ORD0015902,WH002,2025-09-18,2025-09-23,BlueDart,Delivered
SHP0022969,ORD0016176,WH007,2026-02-21,2026-02-25,BlueDart,Delivered
SHP0022970,ORD0028630,WH003,2025-05-14,2025-05-18,Ecom Express,Delivered
SHP0022971,ORD0029225,WH006,2026-02-22,2026-02-24,XpressBees,Delivered
SHP0022972,ORD0036727,WH007,2025-03-09,2025-03-11,Ecom Express,Delivered
SHP0022973,ORD0021732,WH004,2025-08-24,2025-08-27,BlueDart,In Transit
SHP0022974,ORD0025423,WH005,2025-07-30,2025-08-02,Delhivery,Delayed
SHP0022975,ORD0048488,WH007,2025-07-25,2025-07-28,DTDC,Delivered
SHP0022976,ORD0041286,WH005,2026-07-24,2026-07-28,BlueDart,Delivered
SHP0022977,ORD0027352,WH001,2026-07-21,2026-07-24,BlueDart,Delivered
SHP0022978,ORD0025185,WH009,2026-04-26,2026-04-29,XpressBees,Delayed
SHP0022979,ORD0045529,WH009,2025-03-29,2025-04-05,Ecom Express,Delayed
SHP0022980,ORD0000884,WH009,2026-08-04,2026-08-10,Delhivery,Delivered
SHP0022981,ORD0046955,WH006,2025-10-30,2025-11-07,Ecom Express,Delivered
SHP0022982,ORD0003942,WH010,2025-02-22,2025-02-28,BlueDart,Delayed
SHP0022983,ORD0040313,WH002,2025-07-11,2025-07-13,DTDC,Delivered
SHP0022984,ORD0011848,WH008,2025-06-17,2025-06-21,BlueDart,Delayed
SHP0022985,ORD0018342,WH001,2025-02-28,2025-03-05,DTDC,Delivered
SHP0022986,ORD0033812,WH010,2025-04-21,2025-04-22,XpressBees,Delivered
SHP0022987,ORD0037549,WH009,2025-04-09,2025-04-10,Ecom Express,Delivered
SHP0022988,ORD0008616,WH004,2025-11-04,2025-11-07,DTDC,Delivered
SHP0022989,ORD0044555,WH001,2026-07-18,2026-07-26,Delhivery,Delayed
SHP0022990,ORD0005918,WH003,2025-04-24,2025-04-29,BlueDart,Delivered
SHP0022991,ORD0025133,WH007,2026-07-27,2026-07-28,DTDC,Delivered
SHP0022992,ORD0007201,WH004,2025-07-11,2025-07-14,BlueDart,Delivered
SHP0022993,ORD0017103,WH001,2025-05-24,2025-05-27,XpressBees,In Transit
SHP0022994,ORD0007079,WH005,2025-09-15,2025-09-20,DTDC,Delivered
SHP0022995,ORD0011658,WH010,2025-02-08,2025-02-15,DTDC,Delivered
SHP0022996,ORD0030945,WH007,2026-08-13,2026-08-15,DTDC,Delivered
SHP0022997,ORD0000014,WH005,2025-05-31,2025-06-05,Delhivery,In Transit
SHP0022998,ORD0022570,WH005,2025-09-13,2025-09-17,BlueDart,Delayed
SHP0022999,ORD0026695,WH008,2026-04-23,2026-05-01,DTDC,Delivered
SHP0023000,ORD0027437,WH006,2026-05-19,2026-05-20,XpressBees,Delivered
SHP0023001,ORD0041318,WH004,2026-01-13,2026-01-16,Delhivery,Delivered
SHP0023002,ORD0040309,WH002,2025-06-30,2025-07-08,XpressBees,Delivered
SHP0023003,ORD0017371,WH006,2025-06-07,2025-06-09,Ecom Express,In Transit
SHP0023004,ORD0020071,WH004,2025-07-25,2025-07-29,DTDC,Delivered
SHP0023005,ORD0046884,WH010,2025-02-09,2025-02-10,Ecom Express,Delivered
SHP0023006,ORD0011300,WH005,2026-04-26,2026-05-03,Delhivery,In Transit
SHP0023007,ORD0017706,WH004,2026-07-27,2026-08-01,Ecom Express,Delivered
SHP0023008,ORD0027954,WH007,2025-01-06,2025-01-08,XpressBees,Delivered
SHP0023009,ORD0005466,WH009,2026-05-28,2026-06-01,Delhivery,In Transit
SHP0023010,ORD0002512,WH005,2025-10-01,2025-10-07,Ecom Express,Delivered
SHP0023011,ORD0049550,WH008,2026-06-25,2026-07-03,Ecom Express,Delivered
SHP0023012,ORD0030743,WH003,2026-07-15,2026-07-23,DTDC,Delivered
SHP0023013,ORD0027406,WH010,2025-01-14,2025-01-16,XpressBees,Delivered
SHP0023014,ORD0035404,WH008,2026-08-11,2026-08-19,BlueDart,Delivered
SHP0023015,ORD0028698,WH010,2025-12-08,2025-12-11,DTDC,Delivered
SHP0023016,ORD0044865,WH005,2025-03-13,2025-03-14,BlueDart,Delivered
SHP0023017,ORD0036185,WH004,2025-12-17,2025-12-19,Delhivery,Delivered
SHP0023018,ORD0027980,WH005,2025-03-07,2025-03-10,DTDC,Delivered
SHP0023019,ORD0040399,WH010,2025-09-11,2025-09-18,Ecom Express,In Transit
SHP0023020,ORD0037886,WH002,2026-06-06,2026-06-12,Ecom Express,In Transit
SHP0023021,ORD0001485,WH001,2025-03-27,2025-03-31,BlueDart,Delayed
SHP0023022,ORD0033778,WH003,2025-11-21,2025-11-24,BlueDart,Delivered
SHP0023023,ORD0036452,WH008,2026-03-13,2026-03-17,Ecom Express,Delivered
SHP0023024,ORD0003851,WH002,2025-07-04,2025-07-10,DTDC,Delivered
SHP0023025,ORD0026031,WH009,2026-03-27,2026-04-03,XpressBees,Delivered
SHP0023026,ORD0016612,WH009,2026-02-05,2026-02-07,BlueDart,Delivered
SHP0023027,ORD0045046,WH005,2025-12-10,2025-12-12,Delhivery,Delivered
SHP0023028,ORD0021868,WH002,2025-03-05,2025-03-12,XpressBees,In Transit
SHP0023029,ORD0005461,WH004,2025-12-06,2025-12-12,Ecom Express,Delivered
SHP0023030,ORD0045363,WH006,2025-06-08,2025-06-15,XpressBees,Delivered
SHP0023031,ORD0035487,WH010,2025-09-29,2025-10-05,XpressBees,In Transit
SHP0023032,ORD0014437,WH003,2026-06-05,2026-06-07,BlueDart,Delivered
SHP0023033,ORD0030849,WH009,2025-10-11,2025-10-19,Delhivery,Delivered
SHP0023034,ORD0035482,WH007,2025-04-15,2025-04-23,Ecom Express,Delivered
SHP0023035,ORD0022141,WH008,2025-06-16,2025-06-20,XpressBees,Delayed
SHP0023036,ORD0008988,WH002,2025-10-19,2025-10-27,Ecom Express,Delivered
SHP0023037,ORD0019471,WH004,2025-10-22,2025-10-26,DTDC,Delivered
SHP0023038,ORD0022137,WH009,2026-02-10,2026-02-11,DTDC,In Transit
SHP0023039,ORD0018018,WH006,2025-05-23,2025-05-25,DTDC,Delivered
SHP0023040,ORD0002897,WH003,2026-06-05,2026-06-06,DTDC,Delivered
SHP0023041,ORD0030836,WH002,2025-02-01,2025-02-05,DTDC,Delivered
SHP0023042,ORD0032358,WH001,2025-02-26,2025-03-01,Delhivery,Delivered
SHP0023043,ORD0003782,WH001,2025-06-07,2025-06-14,Delhivery,Delivered
SHP0023044,ORD0032524,WH007,2025-07-17,2025-07-24,Delhivery,In Transit
SHP0023045,ORD0033618,WH004,2025-05-21,2025-05-26,Delhivery,In Transit
SHP0023046,ORD0023354,WH004,2026-01-04,2026-01-11,BlueDart,Delivered
SHP0023047,ORD0032607,WH003,2025-03-06,2025-03-14,BlueDart,Delivered
SHP0023048,ORD0020687,WH008,2025-11-27,2025-12-02,BlueDart,Delivered
SHP0023049,ORD0031510,WH009,2025-08-01,2025-08-03,Ecom Express,Delivered
SHP0023050,ORD0030164,WH001,2026-08-01,2026-08-04,Ecom Express,In Transit
SHP0023051,ORD0032921,WH001,2025-11-01,2025-11-04,Delhivery,Delivered
SHP0023052,ORD0000027,WH009,2026-08-26,2026-08-31,XpressBees,Delivered
SHP0023053,ORD0021639,WH009,2025-10-19,2025-10-25,BlueDart,In Transit
SHP0023054,ORD0006769,WH002,2026-03-02,2026-03-03,DTDC,Delivered
SHP0023055,ORD0018480,WH002,2025-09-24,2025-10-02,XpressBees,Delivered
SHP0023056,ORD0010734,WH010,2025-02-15,2025-02-22,Ecom Express,In Transit
SHP0023057,ORD0021642,WH005,2025-07-29,2025-08-05,XpressBees,Delivered
SHP0023058,ORD0035583,WH003,2025-06-23,2025-06-30,Ecom Express,Delivered
SHP0023059,ORD0041488,WH010,2025-07-10,2025-07-17,XpressBees,Delayed
SHP0023060,ORD0019117,WH002,2025-06-08,2025-06-14,Delhivery,Delivered
SHP0023061,ORD0000176,WH009,2026-08-02,2026-08-03,XpressBees,Delivered
SHP0023062,ORD0037707,WH009,2025-12-27,2025-12-30,BlueDart,In Transit
SHP0023063,ORD0044658,WH005,2026-04-04,2026-04-12,DTDC,Delivered
SHP0023064,ORD0048526,WH007,2025-07-07,2025-07-15,Delhivery,Delivered
SHP0023065,ORD0042611,WH010,2026-02-16,2026-02-22,XpressBees,Delivered
SHP0023066,ORD0030993,WH008,2026-08-06,2026-08-10,Ecom Express,Delivered
SHP0023067,ORD0026402,WH008,2025-06-07,2025-06-11,BlueDart,Delivered
SHP0023068,ORD0021286,WH001,2025-05-11,2025-05-17,XpressBees,Delivered
SHP0023069,ORD0018774,WH009,2026-08-13,2026-08-16,XpressBees,Delivered
SHP0023070,ORD0001441,WH009,2026-08-15,2026-08-19,XpressBees,Delivered
SHP0023071,ORD0013998,WH010,2026-01-02,2026-01-05,Ecom Express,In Transit
SHP0023072,ORD0025617,WH007,2025-11-25,2025-11-29,Ecom Express,Delivered
SHP0023073,ORD0027502,WH007,2026-02-18,2026-02-22,Delhivery,In Transit
SHP0023074,ORD0033476,WH010,2026-06-26,2026-07-02,XpressBees,Delivered
SHP0023075,ORD0030369,WH005,2025-12-07,2025-12-11,XpressBees,Delivered
SHP0023076,ORD0031125,WH005,2026-01-13,2026-01-19,DTDC,Delivered
SHP0023077,ORD0035830,WH009,2025-07-23,2025-07-29,Delhivery,Delivered
SHP0023078,ORD0012093,WH008,2026-05-20,2026-05-24,Delhivery,Delivered
SHP0023079,ORD0042205,WH010,2025-06-23,2025-06-27,DTDC,Delivered
SHP0023080,ORD0011823,WH007,2026-06-08,2026-06-14,XpressBees,In Transit
SHP0023081,ORD0042096,WH003,2026-08-07,2026-08-12,DTDC,Delivered
SHP0023082,ORD0040651,WH002,2025-11-27,2025-11-28,Ecom Express,In Transit
SHP0023083,ORD0042954,WH009,2025-05-10,2025-05-14,Delhivery,Delivered
SHP0023084,ORD0016941,WH004,2026-03-13,2026-03-14,DTDC,Delivered
SHP0023085,ORD0033127,WH001,2026-02-07,2026-02-08,XpressBees,Delivered
SHP0023086,ORD0007983,WH001,2025-12-06,2025-12-08,BlueDart,Delayed
SHP0023087,ORD0046542,WH005,2025-05-11,2025-05-15,BlueDart,In Transit
SHP0023088,ORD0006538,WH009,2025-09-23,2025-09-28,Delhivery,Delivered
SHP0023089,ORD0034576,WH002,2026-06-27,2026-07-03,Delhivery,Delivered
SHP0023090,ORD0004481,WH008,2025-01-18,2025-01-19,BlueDart,Delayed
SHP0023091,ORD0027618,WH004,2026-03-31,2026-04-06,BlueDart,Delivered
SHP0023092,ORD0021360,WH006,2026-04-20,2026-04-21,Delhivery,Delivered
SHP0023093,ORD0048667,WH003,2025-11-17,2025-11-20,Ecom Express,Delivered
SHP0023094,ORD0001504,WH008,2026-05-11,2026-05-16,DTDC,Delivered
SHP0023095,ORD0019218,WH006,2026-03-23,2026-03-26,Delhivery,Delivered
SHP0023096,ORD0021812,WH002,2025-06-18,2025-06-21,Ecom Express,Delayed
SHP0023097,ORD0044618,WH008,2026-06-13,2026-06-21,BlueDart,Delivered
SHP0023098,ORD0009452,WH004,2025-08-06,2025-08-14,Ecom Express,Delivered
SHP0023099,ORD0031958,WH007,2025-02-06,2025-02-09,BlueDart,Delivered
SHP0023100,ORD0030037,WH005,2026-07-31,2026-08-03,DTDC,Delivered
SHP0023101,ORD0048020,WH003,2026-02-08,2026-02-11,DTDC,Delivered
SHP0023102,ORD0003887,WH006,2026-05-10,2026-05-18,BlueDart,Delivered
SHP0023103,ORD0010232,WH010,2025-03-26,2025-03-28,Ecom Express,Delivered
SHP0023104,ORD0035038,WH002,2026-07-19,2026-07-21,DTDC,Delayed
SHP0023105,ORD0043139,WH010,2025-02-23,2025-03-02,Delhivery,Delivered
SHP0023106,ORD0005665,WH010,2025-08-18,2025-08-21,Delhivery,Delivered
SHP0023107,ORD0014551,WH002,2025-03-20,2025-03-26,Ecom Express,Delivered
SHP0023108,ORD0044898,WH001,2025-08-23,2025-08-24,XpressBees,Delivered
SHP0023109,ORD0018682,WH008,2025-12-21,2025-12-22,Delhivery,Delivered
SHP0023110,ORD0011314,WH008,2025-05-20,2025-05-24,Ecom Express,Delayed
SHP0023111,ORD0005086,WH002,2026-08-19,2026-08-23,Ecom Express,Delivered
SHP0023112,ORD0009037,WH006,2026-06-29,2026-07-01,XpressBees,Delayed
SHP0023113,ORD0010710,WH005,2025-08-05,2025-08-10,DTDC,Delivered
SHP0023114,ORD0029107,WH004,2025-06-26,2025-07-02,Ecom Express,In Transit
SHP0023115,ORD0027915,WH003,2025-04-20,2025-04-24,Delhivery,Delivered
SHP0023116,ORD0016166,WH003,2025-06-08,2025-06-15,DTDC,Delayed
SHP0023117,ORD0015299,WH008,2025-02-09,2025-02-16,Ecom Express,Delivered
SHP0023118,ORD0049090,WH004,2026-07-24,2026-08-01,Ecom Express,Delayed
SHP0023119,ORD0016426,WH003,2026-03-01,2026-03-09,BlueDart,Delivered
SHP0023120,ORD0044710,WH003,2025-01-26,2025-02-03,XpressBees,Delivered
SHP0023121,ORD0008020,WH009,2025-04-15,2025-04-16,XpressBees,Delivered
SHP0023122,ORD0018662,WH008,2026-06-24,2026-06-29,Delhivery,Delivered
SHP0023123,ORD0007481,WH009,2026-01-24,2026-01-25,Delhivery,Delivered
SHP0023124,ORD0042432,WH010,2026-03-10,2026-03-18,Ecom Express,Delivered
SHP0023125,ORD0004727,WH001,2026-06-28,2026-06-29,Ecom Express,In Transit
SHP0023126,ORD0005078,WH005,2025-10-15,2025-10-16,BlueDart,Delivered
SHP0023127,ORD0044588,WH008,2025-07-18,2025-07-19,Ecom Express,Delivered
SHP0023128,ORD0006894,WH006,2025-05-25,2025-05-26,Delhivery,Delivered
SHP0023129,ORD0031782,WH004,2026-05-07,2026-05-13,DTDC,In Transit
SHP0023130,ORD0046189,WH005,2026-06-12,2026-06-13,DTDC,In Transit
