product_id,product_name,category_id,supplier_id,cost_price,selling_price,reorder_level,status
PRD00661,Wireless Mouse H661,CAT001,SUP0090,8498.56,10287.1,95,Active
PRD00662,Mechanical Keyboard H662,CAT002,SUP0070,1358.75,1749.41,62,Active
PRD00663,LED Monitor H663,CAT003,SUP0067,8339.74,12395.51,63,Discontinued
PRD00664,USB-C Hub H664,CAT004,SUP0039,8624.9,10731.59,20,Discontinued
PRD00665,Laptop Stand H665,CAT005,SUP0065,13549.44,19453.23,83,Active
PRD00666,Office Chair H666,CAT006,SUP0023,1874.61,2723.57,31,Active
PRD00667,A4 Paper H667,CAT007,SUP0055,12142.23,14576.44,20,Discontinued
PRD00668,Ball Pen Pack H668,CAT008,SUP0019,3092.64,4574.09,116,Active
PRD00669,WiFi Router H669,CAT009,SUP0009,4850.66,6989.03,21,Discontinued
PRD00670,Laser Printer H670,CAT010,SUP0036,8380.95,11488.79,76,Discontinued
PRD00671,External SSD H671,CAT001,SUP0090,13764.06,15896.74,89,Discontinued
PRD00672,Power Bank H672,CAT002,SUP0073,1758.78,2127.87,85,Active
PRD00673,Webcam H673,CAT003,SUP0013,13879.93,19085.92,110,Active
PRD00674,Desk Lamp H674,CAT004,SUP0053,13022.73,19560.85,43,Discontinued
PRD00675,Filing Cabinet H675,CAT005,SUP0061,9849.43,13580.49,14,Active
PRD00676,Ethernet Cable H676,CAT006,SUP0078,4189.18,5058.61,97,Discontinued
PRD00677,Ink Cartridge H677,CAT007,SUP0043,658.64,991.8,98,Active
PRD00678,Headset H678,CAT008,SUP0035,815.42,1092.73,57,Active
PRD00679,HDMI Cable H679,CAT009,SUP0040,5120.96,7514.81,45,Discontinued
PRD00680,Calculator H680,CAT010,SUP0030,12884.86,18347.28,27,Active
PRD00681,Wireless Mouse I681,CAT001,SUP0042,14615.35,19398.14,44,Discontinued
PRD00682,Mechanical Keyboard I682,CAT002,SUP0057,9106.29,10797.46,37,Discontinued
PRD00683,LED Monitor I683,CAT003,SUP0048,11134.9,16187.89,115,Active
PRD00684,USB-C Hub I684,CAT004,SUP0040,7767.82,9426.94,100,Discontinued
PRD00685,Laptop Stand I685,CAT005,SUP0073,2103.9,3135.9,13,Active
PRD00686,Office Chair I686,CAT006,SUP0008,2956.03,4384.3,41,Active
PRD00687,A4 Paper I687,CAT007,SUP0091,6890.21,10453.91,35,Active
PRD00688,Ball Pen Pack I688,CAT008,SUP0051,5575.81,7447.54,91,Active
PRD00689,WiFi Router I689,CAT009,SUP0063,10243.12,12770.87,86,Discontinued
PRD00690,Laser Printer I690,CAT010,SUP0076,2729.55,4089.39,80,Active
PRD00691,External SSD I691,CAT001,SUP0034,5216.2,7746.38,105,Active
PRD00692,Power Bank I692,CAT002,SUP0021,4333.24,5653.26,119,Active
PRD00693,Webcam I693,CAT003,SUP0087,12868.1,18130.53,36,Active
PRD00694,Desk Lamp I694,CAT004,SUP0100,9801.68,13284.34,108,Active
PRD00695,Filing Cabinet I695,CAT005,SUP0023,7153.53,8605.16,86,Active
PRD00696,Ethernet Cable I696,CAT006,SUP0040,3418.65,4763.33,101,Active
PRD00697,Ink Cartridge I697,CAT007,SUP0045,6403.2,8327.94,68,Active
PRD00698,Headset I698,CAT008,SUP0067,3335.68,4239.18,115,Discontinued
PRD00699,HDMI Cable I699,CAT009,SUP0085,8800.55,10146.5,117,Active
PRD00700,Calculator I700,CAT010,SUP0037,8456.94,11734.08,48,Active
PRD00701,Wireless Mouse J701,CAT001,SUP0036,7267.54,9335.25,91,Active
PRD00702,Mechanical Keyboard J702,CAT002,SUP0092,12933.45,16224.48,93,Active
PRD00703,LED Monitor J703,CAT003,SUP0031,2890.33,3921.94,17,Discontinued
PRD00704,USB-C Hub J704,CAT004,SUP0093,9935.11,14130.73,13,Discontinued
PRD00705,Laptop Stand J705,CAT005,SUP0054,14962.24,18759.22,61,Discontinued
PRD00706,Office Chair J706,CAT006,SUP0074,11072.04,15314.95,114,Active
PRD00707,A4 Paper J707,CAT007,SUP0088,5200.05,7463.88,78,Discontinued
PRD00708,Ball Pen Pack J708,CAT008,SUP0065,13605.38,19302.6,48,Active
PRD00709,WiFi Router J709,CAT009,SUP0024,12622.33,18941.04,47,Active
PRD00710,Laser Printer J710,CAT010,SUP0093,7104.05,10275.07,113,Active
PRD00711,External SSD J711,CAT001,SUP0084,14208.1,21451.91,21,Active
PRD00712,Power Bank J712,CAT002,SUP0040,5380.83,7789.74,63,Active
PRD00713,Webcam J713,CAT003,SUP0060,5625.5,7786.98,118,Active
PRD00714,Desk Lamp J714,CAT004,SUP0075,7100.41,10626.17,84,Active
PRD00715,Filing Cabinet J715,CAT005,SUP0016,7125.52,8748.84,97,Discontinued
PRD00716,Ethernet Cable J716,CAT006,SUP0020,7985.19,10502.46,27,Active
PRD00717,Ink Cartridge J717,CAT007,SUP0059,5192.63,8021.97,28,Active
PRD00718,Headset J718,CAT008,SUP0011,12946.92,15822.98,72,Active
PRD00719,HDMI Cable J719,CAT009,SUP0082,9495.01,11590.84,17,Active
PRD00720,Calculator J720,CAT010,SUP0100,6824.63,8419.91,31,Active
PRD00721,Wireless Mouse K721,CAT001,SUP0012,7384.49,10747.59,26,Discontinued
PRD00722,Mechanical Keyboard K722,CAT002,SUP0062,9531.63,12499.37,59,Active
PRD00723,LED Monitor K723,CAT003,SUP0048,642.86,790.57,11,Active
PRD00724,USB-C Hub K724,CAT004,SUP0003,11372.17,15493.6,96,Active
PRD00725,Laptop Stand K725,CAT005,SUP0089,9430.17,11783.27,54,Active
PRD00726,Office Chair K726,CAT006,SUP0076,2003.65,2611.6,49,Active
PRD00727,A4 Paper K727,CAT007,SUP0038,1054.08,1231.47,68,Active
PRD00728,Ball Pen Pack K728,CAT008,SUP0018,6550.29,9332.28,53,Discontinued
PRD00729,WiFi Router K729,CAT009,SUP0052,5440.02,6666.04,12,Active
PRD00730,Laser Printer K730,CAT010,SUP0028,3426.87,5290.92,103,Active
PRD00731,External SSD K731,CAT001,SUP0047,8878.22,10810.07,101,Active
PRD00732,Power Bank K732,CAT002,SUP0099,5677.87,7983.81,78,Active
PRD00733,Webcam K733,CAT003,SUP0014,8941.35,10454.08,93,Active
PRD00734,Desk Lamp K734,CAT004,SUP0057,799.67,956.66,58,Active
PRD00735,Filing Cabinet K735,CAT005,SUP0020,8245.45,11046.91,36,Active
PRD00736,Ethernet Cable K736,CAT006,SUP0085,4572.66,6468.79,76,Active
PRD00737,Ink Cartridge K737,CAT007,SUP0054,9372.14,13404.88,116,Active
PRD00738,Headset K738,CAT008,SUP0037,7712.85,10775.46,24,Active
PRD00739,HDMI Cable K739,CAT009,SUP0100,7506.27,10460.74,43,Active
PRD00740,Calculator K740,CAT010,SUP0021,5420.19,7121.6,15,Discontinued
PRD00741,Wireless Mouse L741,CAT001,SUP0062,13662.52,19472.94,52,Active
PRD00742,Mechanical Keyboard L742,CAT002,SUP0015,120.85,171.44,116,Discontinued
PRD00743,LED Monitor L743,CAT003,SUP0066,2305.24,2734.09,19,Active
PRD00744,USB-C Hub L744,CAT004,SUP0059,13579.31,19116.07,47,Active
PRD00745,Laptop Stand L745,CAT005,SUP0023,7007.02,8337.82,15,Active
PRD00746,Office Chair L746,CAT006,SUP0055,5454.4,7749.1,104,Active
PRD00747,A4 Paper L747,CAT007,SUP0006,1497.38,2176.11,11,Active
PRD00748,Ball Pen Pack L748,CAT008,SUP0046,9977.26,12154.35,66,Active
PRD00749,WiFi Router L749,CAT009,SUP0044,13186.86,15655.18,33,Active
PRD00750,Laser Printer L750,CAT010,SUP0035,6059.6,9301.03,116,Discontinued
PRD00751,External SSD L751,CAT001,SUP0054,10373.34,13913.74,93,Active
PRD00752,Power Bank L752,CAT002,SUP0008,1766.8,2523.82,118,Active
PRD00753,Webcam L753,CAT003,SUP0062,1627.4,2464.68,112,Discontinued
PRD00754,Desk Lamp L754,CAT004,SUP0046,2784.41,3625.02,88,Active
PRD00755,Filing Cabinet L755,CAT005,SUP0094,12949.63,19450.09,26,Discontinued
PRD00756,Ethernet Cable L756,CAT006,SUP0053,13812.34,16508.16,66,Active
PRD00757,Ink Cartridge L757,CAT007,SUP0002,1024.97,1447.25,100,Active
PRD00758,Headset L758,CAT008,SUP0044,14670.2,20801.43,76,Active
PRD00759,HDMI Cable L759,CAT009,SUP0062,6538.09,9419.17,54,Discontinued
PRD00760,Calculator L760,CAT010,SUP0079,2297.92,3402.24,16,Active
PRD00761,Wireless Mouse M761,CAT001,SUP0061,9679.51,11739.03,119,Discontinued
PRD00762,Mechanical Keyboard M762,CAT002,SUP0063,13051.68,15400.28,51,Active
PRD00763,LED Monitor M763,CAT003,SUP0065,5016.95,6327.69,38,Discontinued
PRD00764,USB-C Hub M764,CAT004,SUP0059,6096.89,7584.53,66,Discontinued
PRD00765,Laptop Stand M765,CAT005,SUP0041,1393.26,1880.04,25,Discontinued
PRD00766,Office Chair M766,CAT006,SUP0052,11198.97,12958.41,62,Active
PRD00767,A4 Paper M767,CAT007,SUP0012,8392.39,9651.82,111,Active
PRD00768,Ball Pen Pack M768,CAT008,SUP0084,13360.45,18369.72,95,Discontinued
PRD00769,WiFi Router M769,CAT009,SUP0007,14259.3,18470.6,114,Active
PRD00770,Laser Printer M770,CAT010,SUP0099,12677.22,16262.2,89,Discontinued
PRD00771,External SSD M771,CAT001,SUP0058,10772.54,13953.86,24,Active
PRD00772,Power Bank M772,CAT002,SUP0044,11409.05,14132.38,55,Active
PRD00773,Webcam M773,CAT003,SUP0014,8251.54,10723.34,15,Active
PRD00774,Desk Lamp M774,CAT004,SUP0096,7426.94,10982.48,102,Discontinued
PRD00775,Filing Cabinet M775,CAT005,SUP0025,1675.87,2336.73,25,Discontinued
PRD00776,Ethernet Cable M776,CAT006,SUP0025,3296.6,4878.38,101,Active
PRD00777,Ink Cartridge M777,CAT007,SUP0082,1687.86,2220.87,117,Active
PRD00778,Headset M778,CAT008,SUP0085,11600.41,15430.89,85,Active
PRD00779,HDMI Cable M779,CAT009,SUP0095,14460.71,16654.91,16,Discontinued
PRD00780,Calculator M780,CAT010,SUP0066,12595.14,16917.45,109,Active
PRD00781,Wireless Mouse N781,CAT001,SUP0017,10401.92,12684.73,23,Discontinued
PRD00782,Mechanical Keyboard N782,CAT002,SUP0042,9890.23,13771.79,74,Discontinued
PRD00783,LED Monitor N783,CAT003,SUP0089,6326.48,8816.57,107,Active
PRD00784,USB-C Hub N784,CAT004,SUP0038,4162.05,6390.57,67,Active
PRD00785,Laptop Stand N785,CAT005,SUP0096,2141.65,2979.06,75,Active
PRD00786,Office Chair N786,CAT006,SUP0041,12658.67,17331.27,101,Active
PRD00787,A4 Paper N787,CAT007,SUP0038,3077.27,4307.15,97,Active
PRD00788,Ball Pen Pack N788,CAT008,SUP0091,13824.18,16631.44,93,Active
PRD00789,WiFi Router N789,CAT009,SUP0042,7598.09,10847.98,100,Active
PRD00790,Laser Printer N790,CAT010,SUP0075,11430.76,15716.29,83,Discontinued
PRD00791,External SSD N791,CAT001,SUP0069,10139.71,15286.08,46,Discontinued
PRD00792,Power Bank N792,CAT002,SUP0004,12139.91,16499.25,58,Active
PRD00793,Webcam N793,CAT003,SUP0035,871.73,1022.23,106,Active
PRD00794,Desk Lamp N794,CAT004,SUP0019,14754.3,21000.62,117,Active
PRD00795,Filing Cabinet N795,CAT005,SUP0097,10383.68,13167.09,79,Active
PRD00796,Ethernet Cable N796,CAT006,SUP0079,5431.54,7229.59,96,Active
PRD00797,Ink Cartridge N797,CAT007,SUP0031,11156.8,15335.11,75,Active
PRD00798,Headset N798,CAT008,SUP0049,10418.61,12177.19,59,Discontinued
PRD00799,HDMI Cable N799,CAT009,SUP0041,14353.99,22109.87,80,Active
PRD00800,Calculator N800,CAT010,SUP0080,273.44,341.95,109,Discontinued
PRD00801,Wireless Mouse O801,CAT001,SUP0091,12463.35,18876.92,100,Active
PRD00802,Mechanical Keyboard O802,CAT002,SUP0078,11346.21,15528.95,35,Active
PRD00803,LED Monitor O803,CAT003,SUP0088,4469.13,5456.68,19,Active
PRD00804,USB-C Hub O804,CAT004,SUP0016,14440.13,20852.01,58,Active
PRD00805,Laptop Stand O805,CAT005,SUP0017,6473.34,8885.56,30,Active
PRD00806,Office Chair O806,CAT006,SUP0020,164.23,219.5,15,Active
PRD00807,A4 Paper O807,CAT007,SUP0100,13935.13,19352.44,90,Active
PRD00808,Ball Pen Pack O808,CAT008,SUP0046,7399.02,10203.77,19,Active
PRD00809,WiFi Router O809,CAT009,SUP0067,7918.89,12138.04,18,Active
PRD00810,Laser Printer O810,CAT010,SUP0012,6285.69,8578.8,54,Active
PRD00811,External SSD O811,CAT001,SUP0043,13260.28,18767.72,56,Active
PRD00812,Power Bank O812,CAT002,SUP0068,3339.2,4845.39,70,Active
PRD00813,Webcam O813,CAT003,SUP0031,1791.65,2308.37,92,Active
PRD00814,Desk Lamp O814,CAT004,SUP0042,14386.74,20472.63,58,Active
PRD00815,Filing Cabinet O815,CAT005,SUP0037,5837.27,7974.26,13,Active
PRD00816,Ethernet Cable O816,CAT006,SUP0063,7753.49,10494.3,15,Active
PRD00817,Ink Cartridge O817,CAT007,SUP0066,13482.36,16542.92,20,Active
PRD00818,Headset O818,CAT008,SUP0069,2577.53,3950.09,78,Active
PRD00819,HDMI Cable O819,CAT009,SUP0081,9433.84,11644.31,109,Active
PRD00820,Calculator O820,CAT010,SUP0014,12985.07,17136.19,36,Discontinued
PRD00821,Wireless Mouse P821,CAT001,SUP0096,9726.69,14841.96,97,Active
PRD00822,Mechanical Keyboard P822,CAT002,SUP0005,434.39,624.11,21,Active
PRD00823,LED Monitor P823,CAT003,SUP0072,889.68,1305.77,19,Active
PRD00824,USB-C Hub P824,CAT004,SUP0058,13671.92,17951.96,90,Discontinued
PRD00825,Laptop Stand P825,CAT005,SUP0087,6540.73,7566.03,25,Active
PRD00826,Office Chair P826,CAT006,SUP0097,9650.03,13484.37,105,Active
PRD00827,A4 Paper P827,CAT007,SUP0065,10537.16,12423.69,23,Active
PRD00828,Ball Pen Pack P828,CAT008,SUP0012,11820.43,15018.33,46,Discontinued
PRD00829,WiFi Router P829,CAT009,SUP0004,5770.69,8533.98,70,Active
PRD00830,Laser Printer P830,CAT010,SUP0051,8039.34,9683.81,111,Active
PRD00831,External SSD P831,CAT001,SUP0087,14405.2,17396.15,111,Active
PRD00832,Power Bank P832,CAT002,SUP0072,14364.28,16582.99,28,Active
PRD00833,Webcam P833,CAT003,SUP0051,703.26,969.86,78,Active
PRD00834,Desk Lamp P834,CAT004,SUP0093,4625.99,6704.53,54,Active
PRD00835,Filing Cabinet P835,CAT005,SUP0066,6236.81,8783.75,28,Active
PRD00836,Ethernet Cable P836,CAT006,SUP0033,2825.17,3946.07,34,Active
PRD00837,Ink Cartridge P837,CAT007,SUP0007,2785.86,4094.84,118,Discontinued
PRD00838,Headset P838,CAT008,SUP0086,9698.54,11437.08,18,Active
PRD00839,HDMI Cable P839,CAT009,SUP0063,1545.18,2225.42,52,Active
PRD00840,Calculator P840,CAT010,SUP0013,1992.97,2814.45,46,Active
PRD00841,Wireless Mouse Q841,CAT001,SUP0058,13509.77,17253.52,52,Active
PRD00842,Mechanical Keyboard Q842,CAT002,SUP0073,10426.4,12625.93,56,Active
PRD00843,LED Monitor Q843,CAT003,SUP0041,14383.19,17510.9,41,Active
PRD00844,USB-C Hub Q844,CAT004,SUP0036,10706.01,15056.24,117,Active
PRD00845,Laptop Stand Q845,CAT005,SUP0062,2083.84,3007.38,69,Discontinued
PRD00846,Office Chair Q846,CAT006,SUP0071,5432.42,6911.06,23,Active
PRD00847,A4 Paper Q847,CAT007,SUP0036,9711.63,11486.81,119,Active
PRD00848,Ball Pen Pack Q848,CAT008,SUP0094,13378.15,16436.03,90,Active
PRD00849,WiFi Router Q849,CAT009,SUP0065,10933.19,16474.59,90,Active
PRD00850,Laser Printer Q850,CAT010,SUP0099,12204.62,16861.42,85,Active
PRD00851,External SSD Q851,CAT001,SUP0070,13602.05,18643.48,79,Discontinued
PRD00852,Power Bank Q852,CAT002,SUP0051,9836.31,11896.56,38,Active
PRD00853,Webcam Q853,CAT003,SUP0012,2077.51,2805.57,60,Active
PRD00854,Desk Lamp Q854,CAT004,SUP0079,7572.34,10715.4,97,Active
PRD00855,Filing Cabinet Q855,CAT005,SUP0021,11377.51,13722.96,32,Active
PRD00856,Ethernet Cable Q856,CAT006,SUP0046,11059.92,14857.91,15,Active
PRD00857,Ink Cartridge Q857,CAT007,SUP0034,11441.17,14217.94,57,Active
PRD00858,Headset Q858,CAT008,SUP0047,718.7,885.95,59,Discontinued
PRD00859,HDMI Cable Q859,CAT009,SUP0006,13775.1,20698.75,93,Active
PRD00860,Calculator Q860,CAT010,SUP0082,1620.12,2490.73,116,Active
PRD00861,Wireless Mouse R861,CAT001,SUP0070,12536.29,15737.14,82,Active
PRD00862,Mechanical Keyboard R862,CAT002,SUP0076,5699.76,7417.71,93,Active
PRD00863,LED Monitor R863,CAT003,SUP0029,7788.61,10129.33,76,Discontinued
PRD00864,USB-C Hub R864,CAT004,SUP0063,5345.24,8002.29,111,Discontinued
PRD00865,Laptop Stand R865,CAT005,SUP0018,13316.61,15349.25,66,Active
PRD00866,Office Chair R866,CAT006,SUP0036,3511.46,4760.9,37,Active
PRD00867,A4 Paper R867,CAT007,SUP0092,2868.63,3714.56,114,Active
PRD00868,Ball Pen Pack R868,CAT008,SUP0043,9943.76,13084.45,102,Active
PRD00869,WiFi Router R869,CAT009,SUP0027,7264.23,9745.15,85,Active
PRD00870,Laser Printer R870,CAT010,SUP0032,9737.11,12798.06,15,Active
PRD00871,External SSD R871,CAT001,SUP0081,8636.42,10488.51,75,Active
PRD00872,Power Bank R872,CAT002,SUP0022,13370.7,16161.78,43,Active
PRD00873,Webcam R873,CAT003,SUP0073,7788.28,10219.64,91,Active
PRD00874,Desk Lamp R874,CAT004,SUP0037,13187.35,19005.47,20,Active
PRD00875,Filing Cabinet R875,CAT005,SUP0062,6782.11,10492.67,31,Active
PRD00876,Ethernet Cable R876,CAT006,SUP0075,12469.02,17336.12,115,Active
PRD00877,Ink Cartridge R877,CAT007,SUP0022,9378.32,12701.26,102,Active
PRD00878,Headset R878,CAT008,SUP0009,13841.49,19220.48,39,Discontinued
PRD00879,HDMI Cable R879,CAT009,SUP0026,5831.09,6958.99,76,Discontinued
PRD00880,Calculator R880,CAT010,SUP0023,12411.59,17279.47,70,Active
PRD00881,Wireless Mouse S881,CAT001,SUP0097,13176.07,17953.34,25,Active
PRD00882,Mechanical Keyboard S882,CAT002,SUP0078,7275.03,8745.54,79,Active
PRD00883,LED Monitor S883,CAT003,SUP0084,13462.78,19654.96,65,Discontinued
PRD00884,USB-C Hub S884,CAT004,SUP0068,5606.03,6544.34,64,Active
PRD00885,Laptop Stand S885,CAT005,SUP0099,14081.25,18909.0,58,Active
PRD00886,Office Chair S886,CAT006,SUP0098,8868.6,12828.94,117,Active
PRD00887,A4 Paper S887,CAT007,SUP0099,6428.3,8046.99,39,Active
PRD00888,Ball Pen Pack S888,CAT008,SUP0053,4306.34,6462.55,42,Active
PRD00889,WiFi Router S889,CAT009,SUP0001,161.6,233.91,83,Active
PRD00890,Laser Printer S890,CAT010,SUP0027,7834.85,10185.4,98,Active
PRD00891,External SSD S891,CAT001,SUP0055,6179.97,7370.44,93,Active
PRD00892,Power Bank S892,CAT002,SUP0073,3978.64,5428.62,56,Active
PRD00893,Webcam S893,CAT003,SUP0027,14877.64,19474.56,62,Discontinued
PRD00894,Desk Lamp S894,CAT004,SUP0062,2746.5,3772.7,42,Active
PRD00895,Filing Cabinet S895,CAT005,SUP0051,8698.56,12697.09,104,Active
PRD00896,Ethernet Cable S896,CAT006,SUP0096,12836.58,18147.24,39,Discontinued
PRD00897,Ink Cartridge S897,CAT007,SUP0013,11763.99,17995.35,37,Discontinued
PRD00898,Headset S898,CAT008,SUP0079,11808.33,17362.28,99,Active
PRD00899,HDMI Cable S899,CAT009,SUP0001,2478.21,3806.1,112,Active
PRD00900,Calculator S900,CAT010,SUP0077,12362.97,16549.91,65,Active
PRD00901,Wireless Mouse T901,CAT001,SUP0011,1036.08,1283.4,87,Active
PRD00902,Mechanical Keyboard T902,CAT002,SUP0052,10889.46,16576.74,88,Active
PRD00903,LED Monitor T903,CAT003,SUP0100,10697.16,14858.24,114,Active
PRD00904,USB-C Hub T904,CAT004,SUP0026,9633.15,12769.6,118,Active
PRD00905,Laptop Stand T905,CAT005,SUP0066,2985.62,4369.7,76,Active
PRD00906,Office Chair T906,CAT006,SUP0047,9258.63,13143.64,40,Active
PRD00907,A4 Paper T907,CAT007,SUP0036,14636.64,17340.57,109,Discontinued
PRD00908,Ball Pen Pack T908,CAT008,SUP0076,5348.66,6996.35,35,Active
PRD00909,WiFi Router T909,CAT009,SUP0012,11074.93,13040.14,80,Active
PRD00910,Laser Printer T910,CAT010,SUP0075,10913.99,14991.95,54,Active
PRD00911,External SSD T911,CAT001,SUP0078,14452.25,18218.55,34,Discontinued
PRD00912,Power Bank T912,CAT002,SUP0034,13951.33,19252.31,32,Discontinued
PRD00913,Webcam T913,CAT003,SUP0065,7633.07,10483.66,47,Active
PRD00914,Desk Lamp T914,CAT004,SUP0033,14209.47,20904.64,78,Active
PRD00915,Filing Cabinet T915,CAT005,SUP0073,10437.34,16036.16,71,Active
PRD00916,Ethernet Cable T916,CAT006,SUP0059,11381.5,17464.86,97,Discontinued
PRD00917,Ink Cartridge T917,CAT007,SUP0062,13456.14,20114.36,24,Active
PRD00918,Headset T918,CAT008,SUP0029,1087.91,1526.84,96,Active
PRD00919,HDMI Cable T919,CAT009,SUP0046,12018.41,15803.85,76,Active
PRD00920,Calculator T920,CAT010,SUP0037,10536.21,13226.52,21,Discontinued
PRD00921,Wireless Mouse U921,CAT001,SUP0010,10131.57,14978.82,80,Active
PRD00922,Mechanical Keyboard U922,CAT002,SUP0074,7190.21,9285.55,44,Active
PRD00923,LED Monitor U923,CAT003,SUP0025,14211.0,20225.71,73,Active
PRD00924,USB-C Hub U924,CAT004,SUP0034,3584.13,4468.77,36,Active
PRD00925,Laptop Stand U925,CAT005,SUP0080,3105.28,3881.22,55,Active
PRD00926,Office Chair U926,CAT006,SUP0011,11701.76,14018.14,96,Discontinued
PRD00927,A4 Paper U927,CAT007,SUP0070,9238.3,13448.17,15,Discontinued
PRD00928,Ball Pen Pack U928,CAT008,SUP0074,5618.25,7169.82,45,Discontinued
PRD00929,WiFi Router U929,CAT009,SUP0066,2808.45,4088.27,45,Discontinued
PRD00930,Laser Printer U930,CAT010,SUP0007,3393.62,4685.46,77,Discontinued
PRD00931,External SSD U931,CAT001,SUP0065,7216.54,9860.01,54,Discontinued
PRD00932,Power Bank U932,CAT002,SUP0059,12917.17,18863.74,25,Discontinued
PRD00933,Webcam U933,CAT003,SUP0087,4789.52,5524.08,36,Discontinued
PRD00934,Desk Lamp U934,CAT004,SUP0079,8748.64,11199.79,120,Active
PRD00935,Filing Cabinet U935,CAT005,SUP0035,2872.31,3605.15,70,Active
PRD00936,Ethernet Cable U936,CAT006,SUP0027,5539.59,7475.72,63,Active
PRD00937,Ink Cartridge U937,CAT007,SUP0058,5526.96,7241.63,33,Active
PRD00938,Headset U938,CAT008,SUP0013,14690.74,20925.56,102,Active
PRD00939,HDMI Cable U939,CAT009,SUP0049,12076.99,16571.27,35,Active
PRD00940,Calculator U940,CAT010,SUP0061,12016.56,17368.94,113,Active
PRD00941,Wireless Mouse V941,CAT001,SUP0081,2714.98,3664.79,76,Active
PRD00942,Mechanical Keyboard V942,CAT002,SUP0072,11797.17,14982.57,119,Active
PRD00943,LED Monitor V943,CAT003,SUP0008,6024.16,8591.76,37,Active
PRD00944,USB-C Hub V944,CAT004,SUP0058,7189.97,10079.94,105,Active
PRD00945,Laptop Stand V945,CAT005,SUP0072,3955.76,5119.24,113,Active
PRD00946,Office Chair V946,CAT006,SUP0045,5214.57,6855.62,96,Active
PRD00947,A4 Paper V947,CAT007,SUP0069,8686.66,12247.72,32,Active
PRD00948,Ball Pen Pack V948,CAT008,SUP0063,5378.23,7633.2,109,Discontinued
PRD00949,WiFi Router V949,CAT009,SUP0037,13353.32,17391.74,69,Active
PRD00950,Laser Printer V950,CAT010,SUP0044,13034.4,18329.39,63,Discontinued
PRD00951,External SSD V951,CAT001,SUP0021,12745.6,15021.17,53,Active
PRD00952,Power Bank V952,CAT002,SUP0091,4757.15,6713.32,44,Discontinued
PRD00953,Webcam V953,CAT003,SUP0047,4127.02,5480.51,105,Discontinued
PRD00954,Desk Lamp V954,CAT004,SUP0003,6256.72,7655.44,26,Active
PRD00955,Filing Cabinet V955,CAT005,SUP0090,9957.38,15196.7,105,Active
PRD00956,Ethernet Cable V956,CAT006,SUP0013,3221.73,4216.66,18,Discontinued
PRD00957,Ink Cartridge V957,CAT007,SUP0051,8262.63,9589.16,77,Active
PRD00958,Headset V958,CAT008,SUP0011,1630.61,2278.35,93,Discontinued
PRD00959,HDMI Cable V959,CAT009,SUP0037,4695.81,5864.87,66,Active
PRD00960,Calculator V960,CAT010,SUP0004,2038.65,3028.23,14,Active
PRD00961,Wireless Mouse W961,CAT001,SUP0061,12916.7,16534.42,69,Active
PRD00962,Mechanical Keyboard W962,CAT002,SUP0090,8264.3,9950.6,79,Active
PRD00963,LED Monitor W963,CAT003,SUP0096,8895.2,11853.9,91,Discontinued
PRD00964,USB-C Hub W964,CAT004,SUP0040,7890.02,11091.88,54,Discontinued
PRD00965,Laptop Stand W965,CAT005,SUP0057,8131.85,11969.13,49,Active
PRD00966,Office Chair W966,CAT006,SUP0002,6230.08,7552.65,10,Active
PRD00967,A4 Paper W967,CAT007,SUP0002,5210.76,6970.33,98,Discontinued
PRD00968,Ball Pen Pack W968,CAT008,SUP0002,14208.61,19051.29,108,Discontinued
PRD00969,WiFi Router W969,CAT009,SUP0001,11985.63,16645.66,80,Active
PRD00970,Laser Printer W970,CAT010,SUP0056,2893.48,4348.51,60,Active
PRD00971,External SSD W971,CAT001,SUP0050,2515.98,3635.21,116,Discontinued
PRD00972,Power Bank W972,CAT002,SUP0081,3371.24,3983.74,40,Active
PRD00973,Webcam W973,CAT003,SUP0035,4327.38,6262.46,62,Active
PRD00974,Desk Lamp W974,CAT004,SUP0038,12813.95,15670.99,24,Discontinued
PRD00975,Filing Cabinet W975,CAT005,SUP0080,9296.52,11702.96,72,Active
PRD00976,Ethernet Cable W976,CAT006,SUP0069,4864.0,5889.62,12,Active
PRD00977,Ink Cartridge W977,CAT007,SUP0017,14587.2,18421.38,101,Discontinued
PRD00978,Headset W978,CAT008,SUP0020,10928.44,13585.41,11,Discontinued
PRD00979,HDMI Cable W979,CAT009,SUP0064,3320.45,4376.68,57,Discontinued
PRD00980,Calculator W980,CAT010,SUP0011,10478.27,12183.03,117,Active
PRD00981,Wireless Mouse X981,CAT001,SUP0010,916.09,1337.73,79,Discontinued
PRD00982,Mechanical Keyboard X982,CAT002,SUP0033,2789.53,4207.39,114,Discontinued
PRD00983,LED Monitor X983,CAT003,SUP0099,12437.52,14909.91,101,Active
PRD00984,USB-C Hub X984,CAT004,SUP0032,5821.18,8964.55,104,Active
PRD00985,Laptop Stand X985,CAT005,SUP0013,3051.76,4407.14,76,Active
PRD00986,Office Chair X986,CAT006,SUP0040,7134.56,10149.46,51,Active
PRD00987,A4 Paper X987,CAT007,SUP0071,9467.13,11046.95,76,Active
PRD00988,Ball Pen Pack X988,CAT008,SUP0026,3859.43,5424.07,56,Active
PRD00989,WiFi Router X989,CAT009,SUP0015,12965.77,16040.15,40,Discontinued
PRD00990,Laser Printer X990,CAT010,SUP0036,4921.74,5989.48,84,Active
