purchase_order_id,supplier_id,warehouse_id,order_date,expected_delivery_date,actual_delivery_date,status
PO0005917,SUP0015,WH004,2025-11-22,2025-12-05,2025-12-06,Delivered
PO0005918,SUP0035,WH005,2025-02-21,2025-03-06,2025-03-07,Delivered
PO0005919,SUP0092,WH007,2025-12-20,2025-12-27,2025-12-30,Delivered
PO0005920,SUP0026,WH006,2025-01-21,2025-01-26,2025-01-26,Delivered
PO0005921,SUP0096,WH006,2025-02-07,2025-02-18,2025-02-20,Cancelled
PO0005922,SUP0020,WH005,2025-07-30,2025-08-12,2025-08-12,Delivered
PO0005923,SUP0095,WH008,2026-07-31,2026-08-10,2026-08-10,Delivered
PO0005924,SUP0067,WH006,2025-09-27,2025-10-03,2025-10-06,Delivered
PO0005925,SUP0022,WH008,2026-02-06,2026-02-19,2026-02-22,Delivered
PO0005926,SUP0045,WH006,2025-09-02,2025-09-09,2025-09-09,Delivered
PO0005927,SUP0022,WH006,2026-04-22,2026-04-27,2026-04-27,Delivered
PO0005928,SUP0003,WH006,2026-03-14,2026-03-26,2026-03-31,Delivered
PO0005929,SUP0055,WH004,2025-12-24,2025-12-30,2025-12-31,Delivered
PO0005930,SUP0096,WH008,2025-04-24,2025-04-26,2025-04-28,Delivered
PO0005931,SUP0094,WH003,2025-11-26,2025-12-09,2025-12-09,Delivered
PO0005932,SUP0090,WH009,2026-04-13,2026-04-15,2026-04-23,Delivered
PO0005933,SUP0070,WH009,2026-03-23,2026-04-02,2026-04-07,Delivered
PO0005934,SUP0094,WH009,2025-09-17,2025-09-25,2025-09-25,Delivered
PO0005935,SUP0079,WH008,2025-07-15,2025-07-28,2025-07-28,Delivered
PO0005936,SUP0042,WH009,2025-10-31,2025-11-11,2025-11-11,Delivered
PO0005937,SUP0056,WH009,2026-06-29,2026-07-03,2026-07-04,Delivered
PO0005938,SUP0004,WH004,2025-08-27,2025-09-07,2025-09-08,Delivered
PO0005939,SUP0081,WH004,2025-01-14,2025-01-19,2025-01-22,Delivered
PO0005940,SUP0016,WH009,2026-04-10,2026-04-15,2026-04-18,Cancelled
PO0005941,SUP0100,WH009,2026-05-02,2026-05-14,2026-05-16,Delivered
PO0005942,SUP0019,WH004,2025-09-04,2025-09-09,2025-09-09,Delivered
PO0005943,SUP0036,WH008,2025-03-27,2025-04-02,2025-04-02,Delivered
PO0005944,SUP0008,WH006,2025-01-23,2025-01-29,2025-01-29,Delivered
PO0005945,SUP0075,WH006,2025-12-25,2026-01-01,2026-01-02,Delivered
PO0005946,SUP0058,WH009,2025-10-01,2025-10-04,2025-10-04,Delivered
PO0005947,SUP0066,WH004,2026-08-01,2026-08-05,2026-08-05,Delivered
PO0005948,SUP0035,WH008,2025-10-24,2025-10-27,2025-10-27,Delivered
PO0005949,SUP0071,WH005,2026-08-20,2026-09-02,,In Transit
PO0005950,SUP0041,WH001,2025-11-06,2025-11-15,2025-11-15,Delivered
PO0005951,SUP0090,WH007,2025-09-14,2025-09-27,2025-09-30,Delivered
PO0005952,SUP0063,WH006,2025-03-21,2025-03-25,2025-03-27,Delivered
PO0005953,SUP0015,WH005,2026-07-27,2026-08-05,2026-08-05,Delivered
PO0005954,SUP0035,WH006,2025-12-27,2026-01-09,2026-01-17,Delivered
PO0005955,SUP0073,WH003,2025-02-25,2025-03-03,2025-03-03,Delivered
PO0005956,SUP0006,WH010,2025-10-14,2025-10-25,2025-10-28,Delivered
PO0005957,SUP0009,WH005,2025-03-06,2025-03-16,2025-03-16,Delivered
PO0005958,SUP0062,WH007,2025-10-12,2025-10-20,2025-10-20,Delivered
PO0005959,SUP0065,WH001,2026-08-27,2026-08-31,2026-09-05,Cancelled
PO0005960,SUP0042,WH009,2025-06-28,2025-07-04,2025-07-07,Delivered
PO0005961,SUP0005,WH005,2025-11-25,2025-12-03,2025-12-03,Delivered
PO0005962,SUP0032,WH010,2025-12-18,2025-12-29,2025-12-29,Delivered
PO0005963,SUP0001,WH006,2025-04-28,2025-04-30,2025-05-03,Delivered
PO0005964,SUP0015,WH010,2025-01-19,2025-02-02,2025-02-02,Delivered
PO0005965,SUP0094,WH004,2026-01-31,2026-02-12,2026-02-12,Delivered
PO0005966,SUP0072,WH009,2026-04-12,2026-04-21,2026-04-26,Delivered
PO0005967,SUP0064,WH006,2026-04-07,2026-04-11,2026-04-11,Delivered
PO0005968,SUP0022,WH009,2026-06-10,2026-06-12,2026-06-14,Delivered
PO0005969,SUP0025,WH006,2026-01-04,2026-01-18,2026-01-18,Delivered
PO0005970,SUP0027,WH010,2026-06-19,2026-06-25,2026-06-25,Delivered
PO0005971,SUP0096,WH008,2026-07-16,2026-07-30,2026-08-01,Delivered
PO0005972,SUP0075,WH006,2026-02-04,2026-02-08,2026-02-08,Delivered
PO0005973,SUP0074,WH007,2026-03-31,2026-04-11,2026-04-11,Delivered
PO0005974,SUP0074,WH010,2026-01-19,2026-01-25,2026-01-26,Delivered
PO0005975,SUP0020,WH010,2025-09-29,2025-10-08,2025-10-09,Delivered
PO0005976,SUP0020,WH008,2025-03-25,2025-03-29,2025-03-31,Delivered
PO0005977,SUP0031,WH008,2026-02-25,2026-03-10,2026-03-10,Delivered
PO0005978,SUP0041,WH007,2025-11-05,2025-11-12,2025-11-14,Delivered
PO0005979,SUP0014,WH001,2025-10-26,2025-11-02,2025-11-02,Delivered
PO0005980,SUP0097,WH009,2025-04-23,2025-04-28,2025-04-29,Delivered
PO0005981,SUP0009,WH007,2025-04-09,2025-04-22,2025-04-22,Delivered
PO0005982,SUP0015,WH001,2026-04-28,2026-05-12,2026-05-14,Delivered
PO0005983,SUP0085,WH010,2026-05-24,2026-05-30,2026-05-30,Delivered
PO0005984,SUP0031,WH009,2026-05-24,2026-05-30,2026-06-01,Delivered
PO0005985,SUP0005,WH009,2026-05-08,2026-05-19,2026-05-19,Delivered
PO0005986,SUP0066,WH006,2026-02-28,2026-03-13,2026-03-14,Delivered
PO0005987,SUP0019,WH006,2025-09-05,2025-09-18,2025-09-20,Delivered
PO0005988,SUP0016,WH001,2025-05-09,2025-05-19,2025-05-24,Delivered
PO0005989,SUP0085,WH010,2025-12-20,2025-12-28,2025-12-30,Delivered
PO0005990,SUP0028,WH006,2025-01-16,2025-01-19,2025-01-20,Delivered
PO0005991,SUP0039,WH006,2025-03-28,2025-04-06,2025-04-08,Delivered
PO0005992,SUP0050,WH004,2025-01-20,2025-01-30,2025-02-01,Delivered
PO0005993,SUP0068,WH001,2025-08-10,2025-08-18,2025-08-19,Delivered
PO0005994,SUP0088,WH006,2025-07-04,2025-07-06,2025-07-06,Delivered
PO0005995,SUP0056,WH009,2025-12-08,2025-12-13,2025-12-13,Delivered
PO0005996,SUP0066,WH002,2025-10-04,2025-10-09,2025-10-09,Delivered
PO0005997,SUP0071,WH003,2025-08-20,2025-08-28,2025-08-28,Delivered
PO0005998,SUP0053,WH006,2026-04-08,2026-04-12,2026-04-13,Delivered
PO0005999,SUP0039,WH005,2025-07-09,2025-07-17,2025-07-17,Delivered
PO0006000,SUP0032,WH007,2026-02-04,2026-02-06,2026-02-09,Delivered
PO0006001,SUP0073,WH006,2026-01-24,2026-01-29,2026-01-29,Delivered
PO0006002,SUP0058,WH006,2025-02-23,2025-03-07,2025-03-07,Delivered
PO0006003,SUP0059,WH007,2025-06-21,2025-06-23,2025-06-23,Delivered
PO0006004,SUP0027,WH009,2025-09-15,2025-09-28,2025-09-28,Delivered
PO0006005,SUP0062,WH001,2025-05-26,2025-06-02,2025-06-05,Delivered
PO0006006,SUP0031,WH008,2025-05-26,2025-06-08,2025-06-08,Delivered
PO0006007,SUP0070,WH005,2025-02-26,2025-03-04,2025-03-04,Delivered
PO0006008,SUP0083,WH002,2026-04-17,2026-04-19,2026-04-22,Delivered
PO0006009,SUP0088,WH006,2025-10-10,2025-10-15,2025-10-16,Delivered
PO0006010,SUP0007,WH009,2026-03-14,2026-03-25,2026-03-27,Delivered
PO0006011,SUP0004,WH008,2026-05-24,2026-06-03,2026-06-03,Delivered
PO0006012,SUP0032,WH007,2025-12-15,2025-12-25,2025-12-30,Delivered
PO0006013,SUP0077,WH002,2026-03-03,2026-03-11,2026-03-11,Delivered
PO0006014,SUP0014,WH004,2026-01-18,2026-01-28,2026-01-30,Delivered
PO0006015,SUP0023,WH003,2025-08-06,2025-08-11,2025-08-12,Delivered
PO0006016,SUP0009,WH009,2026-03-20,2026-03-26,2026-03-29,Delivered
PO0006017,SUP0058,WH004,2025-12-17,2025-12-24,2025-12-24,Delivered
PO0006018,SUP0008,WH008,2026-03-23,2026-04-02,2026-04-02,Delivered
PO0006019,SUP0051,WH003,2026-08-21,2026-08-26,2026-08-26,Delivered
PO0006020,SUP0082,WH003,2025-06-17,2025-06-30,2025-07-03,Delivered
PO0006021,SUP0090,WH004,2026-03-20,2026-04-02,2026-04-02,Delivered
PO0006022,SUP0035,WH006,2025-12-06,2025-12-12,2025-12-12,Delivered
PO0006023,SUP0058,WH008,2025-05-09,2025-05-23,2025-05-23,Delivered
PO0006024,SUP0057,WH003,2025-04-05,2025-04-16,2025-04-19,Delivered
PO0006025,SUP0018,WH005,2025-04-06,2025-04-12,2025-04-12,Delivered
PO0006026,SUP0084,WH003,2025-11-20,2025-11-30,2025-12-02,Delivered
PO0006027,SUP0092,WH006,2025-10-06,2025-10-20,2025-10-25,Delivered
PO0006028,SUP0100,WH002,2025-02-18,2025-02-27,2025-02-28,Delivered
PO0006029,SUP0094,WH007,2025-12-06,2025-12-10,2025-12-10,Delivered
PO0006030,SUP0017,WH003,2026-05-22,2026-06-04,2026-06-04,Delivered
PO0006031,SUP0028,WH003,2025-12-23,2026-01-06,2026-01-07,Delivered
PO0006032,SUP0021,WH010,2025-04-24,2025-05-08,2025-05-08,Delivered
PO0006033,SUP0054,WH005,2026-06-16,2026-06-24,2026-06-24,Delivered
PO0006034,SUP0099,WH001,2026-02-11,2026-02-19,2026-02-19,Delivered
PO0006035,SUP0029,WH001,2025-10-25,2025-10-27,2025-10-27,Delivered
PO0006036,SUP0005,WH001,2026-06-25,2026-07-08,2026-07-11,Delivered
PO0006037,SUP0011,WH006,2025-06-05,2025-06-14,2025-06-17,Delivered
PO0006038,SUP0095,WH007,2025-07-26,2025-07-30,2025-08-02,Delivered
PO0006039,SUP0037,WH010,2025-05-09,2025-05-13,2025-05-13,Delivered
PO0006040,SUP0081,WH005,2026-05-25,2026-06-03,2026-06-03,Delivered
PO0006041,SUP0061,WH008,2026-05-10,2026-05-21,2026-05-29,Delivered
PO0006042,SUP0040,WH003,2025-06-07,2025-06-21,2025-06-21,Delivered
PO0006043,SUP0073,WH010,2025-04-08,2025-04-18,2025-04-18,Delivered
PO0006044,SUP0053,WH003,2025-09-05,2025-09-19,2025-09-19,Delivered
PO0006045,SUP0014,WH001,2026-07-22,2026-07-25,2026-07-27,Delivered
PO0006046,SUP0022,WH006,2025-07-26,2025-08-02,2025-08-03,Delivered
PO0006047,SUP0085,WH001,2025-06-04,2025-06-18,2025-06-23,Delivered
PO0006048,SUP0097,WH004,2025-01-17,2025-01-24,2025-01-24,Delivered
PO0006049,SUP0033,WH010,2026-08-09,2026-08-14,2026-08-19,Delivered
PO0006050,SUP0069,WH006,2026-01-07,2026-01-13,2026-01-13,Delivered
PO0006051,SUP0003,WH007,2025-10-03,2025-10-07,2025-10-07,Delivered
PO0006052,SUP0009,WH004,2026-04-29,2026-05-05,2026-05-05,Delivered
PO0006053,SUP0070,WH005,2026-06-08,2026-06-10,2026-06-15,Delivered
PO0006054,SUP0073,WH003,2025-07-05,2025-07-15,2025-07-15,Delivered
PO0006055,SUP0057,WH009,2026-05-20,2026-05-22,2026-05-27,Delivered
PO0006056,SUP0094,WH006,2025-08-14,2025-08-17,2025-08-17,Delivered
PO0006057,SUP0072,WH009,2026-06-02,2026-06-10,2026-06-12,Delivered
PO0006058,SUP0027,WH002,2025-03-15,2025-03-20,2025-03-20,Delivered
PO0006059,SUP0044,WH006,2025-01-05,2025-01-13,2025-01-14,Delivered
PO0006060,SUP0016,WH006,2025-01-22,2025-01-28,2025-02-02,Delivered
PO0006061,SUP0052,WH007,2025-01-23,2025-02-03,2025-02-06,Delivered
PO0006062,SUP0011,WH006,2026-01-19,2026-01-31,2026-02-01,Delivered
PO0006063,SUP0070,WH002,2026-05-22,2026-05-29,2026-05-29,Delivered
PO0006064,SUP0017,WH004,2025-08-28,2025-08-30,2025-09-01,Delivered
PO0006065,SUP0027,WH009,2025-01-25,2025-01-27,2025-01-28,Delivered
PO0006066,SUP0016,WH004,2026-06-15,2026-06-26,2026-06-27,Delivered
PO0006067,SUP0029,WH006,2026-05-29,2026-06-11,2026-06-12,Delivered
PO0006068,SUP0003,WH009,2025-11-23,2025-11-29,2025-11-29,Delivered
PO0006069,SUP0069,WH002,2025-01-27,2025-02-06,2025-02-06,Delivered
PO0006070,SUP0089,WH006,2026-06-29,2026-07-11,2026-07-16,Delivered
PO0006071,SUP0055,WH004,2025-08-10,2025-08-15,2025-08-15,Delivered
PO0006072,SUP0034,WH004,2025-07-13,2025-07-19,2025-07-22,Delivered
PO0006073,SUP0009,WH010,2025-06-24,2025-07-07,2025-07-07,Cancelled
PO0006074,SUP0070,WH006,2025-02-20,2025-03-04,2025-03-04,Delivered
PO0006075,SUP0086,WH001,2026-02-01,2026-02-13,2026-02-13,Delivered
PO0006076,SUP0057,WH010,2025-07-12,2025-07-24,2025-07-25,Delivered
PO0006077,SUP0087,WH007,2025-11-17,2025-11-28,2025-11-30,Delivered
PO0006078,SUP0016,WH003,2026-04-20,2026-05-04,2026-05-06,Delivered
PO0006079,SUP0069,WH005,2026-06-18,2026-07-02,2026-07-03,Delivered
PO0006080,SUP0097,WH004,2025-05-09,2025-05-13,2025-05-15,Delivered
PO0006081,SUP0034,WH007,2026-06-29,2026-07-08,2026-07-10,Delivered
PO0006082,SUP0038,WH009,2025-09-25,2025-10-06,2025-10-06,Delivered
PO0006083,SUP0061,WH004,2025-01-19,2025-01-24,2025-01-25,Delivered
PO0006084,SUP0033,WH006,2025-10-04,2025-10-17,2025-10-20,Delivered
PO0006085,SUP0066,WH001,2025-08-27,2025-09-05,2025-09-05,Delivered
PO0006086,SUP0013,WH006,2025-01-04,2025-01-14,2025-01-14,Delivered
PO0006087,SUP0098,WH001,2026-03-16,2026-03-21,2026-03-21,Delivered
PO0006088,SUP0055,WH010,2025-07-01,2025-07-10,2025-07-10,Delivered
PO0006089,SUP0072,WH005,2025-03-30,2025-04-07,2025-04-12,Delivered
PO0006090,SUP0045,WH006,2025-08-24,2025-09-04,2025-09-04,Delivered
PO0006091,SUP0074,WH010,2025-06-13,2025-06-26,2025-06-27,Delivered
PO0006092,SUP0049,WH010,2025-02-07,2025-02-18,2025-02-19,Delivered
PO0006093,SUP0008,WH003,2026-06-18,2026-06-21,2026-06-21,Delivered
PO0006094,SUP0017,WH010,2025-11-05,2025-11-11,2025-11-14,Delivered
PO0006095,SUP0067,WH001,2025-07-20,2025-07-22,2025-07-27,Delivered
PO0006096,SUP0093,WH006,2026-05-02,2026-05-06,2026-05-06,Delivered
PO0006097,SUP0086,WH007,2025-10-28,2025-11-10,2025-11-13,Delivered
PO0006098,SUP0093,WH002,2025-12-22,2025-12-25,2025-12-27,Delivered
PO0006099,SUP0083,WH008,2025-03-29,2025-04-09,2025-04-12,Delivered
PO0006100,SUP0092,WH002,2025-11-05,2025-11-14,2025-11-15,Delivered
PO0006101,SUP0029,WH004,2025-05-23,2025-06-02,2025-06-02,Delivered
PO0006102,SUP0082,WH005,2026-07-29,2026-08-08,2026-08-08,Delivered
PO0006103,SUP0028,WH007,2025-09-29,2025-10-06,2025-10-06,Delivered
PO0006104,SUP0057,WH009,2025-04-22,2025-04-29,2025-05-01,Delivered
PO0006105,SUP0098,WH009,2026-06-21,2026-07-03,2026-07-03,Delivered
PO0006106,SUP0035,WH006,2025-10-17,2025-10-20,2025-10-23,Delivered
PO0006107,SUP0092,WH005,2025-04-14,2025-04-16,2025-04-16,Delivered
PO0006108,SUP0055,WH008,2026-08-01,2026-08-08,2026-08-09,Delivered
PO0006109,SUP0046,WH003,2025-07-04,2025-07-13,2025-07-13,Delivered
PO0006110,SUP0034,WH005,2026-07-25,2026-08-05,2026-08-05,Delivered
PO0006111,SUP0085,WH009,2025-10-10,2025-10-22,2025-10-22,Delivered
PO0006112,SUP0051,WH003,2025-12-07,2025-12-20,2025-12-20,Delivered
PO0006113,SUP0071,WH005,2025-04-25,2025-05-06,2025-05-06,Delivered
PO0006114,SUP0036,WH004,2025-08-08,2025-08-15,2025-08-15,Delivered
PO0006115,SUP0086,WH009,2025-05-04,2025-05-16,2025-05-18,Delivered
PO0006116,SUP0048,WH002,2025-06-30,2025-07-11,2025-07-13,Delivered
PO0006117,SUP0093,WH008,2025-12-29,2026-01-09,2026-01-10,Delivered
PO0006118,SUP0044,WH009,2025-06-19,2025-06-27,2025-07-02,Delivered
PO0006119,SUP0070,WH006,2025-09-08,2025-09-11,2025-09-12,Delivered
PO0006120,SUP0049,WH007,2025-05-25,2025-06-03,2025-06-11,Delivered
PO0006121,SUP0040,WH008,2025-08-05,2025-08-15,2025-08-15,Delivered
PO0006122,SUP0061,WH003,2025-11-25,2025-11-27,2025-12-05,Delivered
PO0006123,SUP0019,WH010,2025-07-16,2025-07-19,2025-07-24,Delivered
PO0006124,SUP0040,WH009,2026-02-04,2026-02-10,2026-02-13,Delivered
PO0006125,SUP0043,WH007,2025-10-07,2025-10-19,2025-10-21,Delivered
PO0006126,SUP0064,WH001,2025-03-28,2025-04-01,2025-04-01,Delivered
PO0006127,SUP0028,WH004,2025-03-22,2025-03-25,2025-03-28,Delivered
PO0006128,SUP0095,WH006,2025-04-26,2025-05-08,2025-05-10,Delivered
PO0006129,SUP0097,WH009,2025-03-17,2025-03-30,2025-04-04,Delivered
PO0006130,SUP0063,WH005,2025-10-12,2025-10-25,2025-10-25,Delivered
PO0006131,SUP0070,WH008,2025-01-29,2025-02-03,2025-02-04,Delivered
PO0006132,SUP0040,WH003,2026-02-17,2026-02-27,2026-03-02,Delivered
PO0006133,SUP0011,WH009,2026-02-17,2026-02-26,2026-03-03,Delivered
PO0006134,SUP0080,WH006,2026-05-09,2026-05-20,2026-05-22,Delivered
PO0006135,SUP0085,WH010,2026-08-26,2026-09-03,2026-09-03,Cancelled
PO0006136,SUP0029,WH006,2025-04-08,2025-04-19,2025-04-22,Delivered
PO0006137,SUP0077,WH006,2026-05-17,2026-05-27,2026-05-30,Delivered
PO0006138,SUP0013,WH007,2026-01-03,2026-01-12,2026-01-12,Delivered
PO0006139,SUP0092,WH010,2026-05-17,2026-05-31,2026-05-31,Delivered
PO0006140,SUP0067,WH003,2025-02-02,2025-02-09,2025-02-12,Delivered
PO0006141,SUP0092,WH004,2025-10-23,2025-11-04,2025-11-04,Delivered
PO0006142,SUP0087,WH007,2026-02-19,2026-02-27,2026-02-27,Delivered
PO0006143,SUP0052,WH004,2025-09-20,2025-09-28,2025-09-28,Delivered
PO0006144,SUP0005,WH006,2026-07-10,2026-07-17,2026-07-17,Delivered
PO0006145,SUP0042,WH009,2025-11-24,2025-12-06,2025-12-07,Delivered
PO0006146,SUP0016,WH010,2025-05-11,2025-05-14,2025-05-14,Delivered
PO0006147,SUP0035,WH009,2025-01-09,2025-01-15,2025-01-15,Delivered
PO0006148,SUP0052,WH004,2025-06-04,2025-06-12,2025-06-14,Delivered
PO0006149,SUP0062,WH009,2026-04-14,2026-04-26,2026-05-01,Delivered
PO0006150,SUP0075,WH006,2025-10-02,2025-10-16,2025-10-16,Delivered
PO0006151,SUP0018,WH010,2025-12-09,2025-12-21,2025-12-21,Delivered
PO0006152,SUP0039,WH005,2026-01-16,2026-01-22,2026-01-22,Delivered
PO0006153,SUP0076,WH002,2025-08-19,2025-08-28,2025-08-28,Delivered
PO0006154,SUP0020,WH007,2026-06-21,2026-07-03,2026-07-04,Delivered
PO0006155,SUP0091,WH009,2025-12-26,2026-01-05,2026-01-06,Delivered
PO0006156,SUP0087,WH006,2025-03-18,2025-03-20,2025-03-21,Delivered
PO0006157,SUP0061,WH005,2025-12-05,2025-12-14,2025-12-14,Delivered
PO0006158,SUP0071,WH006,2025-12-18,2025-12-25,2025-12-27,Delivered
PO0006159,SUP0006,WH006,2026-05-23,2026-05-27,2026-05-28,Delivered
PO0006160,SUP0030,WH003,2025-01-22,2025-02-03,2025-02-04,Delivered
PO0006161,SUP0015,WH006,2026-03-13,2026-03-25,2026-03-25,Delivered
PO0006162,SUP0059,WH009,2025-01-21,2025-02-01,2025-02-04,Delivered
PO0006163,SUP0008,WH004,2025-12-10,2025-12-23,2025-12-24,Delivered
PO0006164,SUP0067,WH010,2025-08-16,2025-08-29,2025-08-29,Delivered
PO0006165,SUP0067,WH006,2025-05-16,2025-05-19,2025-05-22,Delivered
PO0006166,SUP0072,WH001,2026-04-15,2026-04-23,2026-04-23,Delivered
PO0006167,SUP0007,WH009,2026-06-04,2026-06-17,2026-06-17,Delivered
PO0006168,SUP0029,WH002,2025-06-27,2025-07-03,2025-07-03,Delivered
PO0006169,SUP0036,WH007,2026-04-30,2026-05-07,2026-05-07,Delivered
PO0006170,SUP0062,WH003,2025-06-23,2025-07-07,2025-07-07,Delivered
PO0006171,SUP0047,WH010,2025-09-02,2025-09-13,2025-09-13,Delivered
PO0006172,SUP0039,WH008,2025-10-13,2025-10-23,2025-10-26,Delivered
PO0006173,SUP0079,WH008,2025-04-06,2025-04-11,2025-04-11,Delivered
PO0006174,SUP0023,WH004,2026-02-19,2026-03-04,2026-03-06,Delivered
PO0006175,SUP0051,WH008,2025-10-26,2025-11-04,2025-11-04,Delivered
PO0006176,SUP0090,WH007,2025-09-01,2025-09-15,2025-09-16,Delivered
PO0006177,SUP0013,WH005,2025-08-06,2025-08-09,2025-08-14,Delivered
PO0006178,SUP0047,WH010,2025-11-14,2025-11-28,2025-11-28,Delivered
PO0006179,SUP0064,WH009,2025-06-26,2025-07-08,2025-07-08,Delivered
PO0006180,SUP0068,WH002,2025-02-21,2025-02-26,2025-02-27,Delivered
PO0006181,SUP0073,WH004,2025-12-08,2025-12-15,2025-12-15,Cancelled
PO0006182,SUP0045,WH008,2026-08-18,2026-08-30,,In Transit
PO0006183,SUP0052,WH003,2025-06-25,2025-07-05,2025-07-05,Delivered
PO0006184,SUP0076,WH004,2025-07-10,2025-07-24,2025-07-26,Delivered
PO0006185,SUP0080,WH010,2025-11-09,2025-11-14,2025-11-19,Cancelled
PO0006186,SUP0032,WH001,2026-01-07,2026-01-16,2026-01-16,Delivered
PO0006187,SUP0029,WH007,2026-05-11,2026-05-22,2026-05-22,Delivered
PO0006188,SUP0052,WH005,2025-10-11,2025-10-18,2025-10-18,Delivered
PO0006189,SUP0041,WH008,2026-01-04,2026-01-17,2026-01-20,Delivered
PO0006190,SUP0043,WH006,2025-07-10,2025-07-18,2025-07-18,Delivered
PO0006191,SUP0066,WH009,2025-01-15,2025-01-27,2025-01-28,Delivered
PO0006192,SUP0054,WH001,2026-04-20,2026-04-27,2026-04-27,Delivered
PO0006193,SUP0026,WH009,2026-07-28,2026-08-04,2026-08-05,Delivered
PO0006194,SUP0012,WH009,2025-12-29,2026-01-08,2026-01-10,Delivered
PO0006195,SUP0077,WH007,2026-07-12,2026-07-16,2026-07-17,Delivered
PO0006196,SUP0099,WH008,2025-07-21,2025-07-27,2025-07-27,Delivered
PO0006197,SUP0047,WH010,2025-10-03,2025-10-13,2025-10-14,Delivered
PO0006198,SUP0001,WH006,2025-03-24,2025-04-01,2025-04-02,Delivered
PO0006199,SUP0089,WH009,2026-04-21,2026-05-01,2026-05-04,Delivered
PO0006200,SUP0030,WH009,2025-10-30,2025-11-04,2025-11-04,Delivered
PO0006201,SUP0091,WH006,2025-07-20,2025-08-02,2025-08-02,Delivered
PO0006202,SUP0064,WH005,2026-07-25,2026-07-30,2026-08-01,Delivered
PO0006203,SUP0091,WH007,2026-04-17,2026-04-30,2026-04-30,Delivered
PO0006204,SUP0011,WH009,2026-04-11,2026-04-14,2026-04-14,Delivered
PO0006205,SUP0019,WH008,2026-04-24,2026-05-07,2026-05-07,Delivered
PO0006206,SUP0098,WH007,2025-11-13,2025-11-23,2025-11-25,Delivered
PO0006207,SUP0013,WH004,2025-07-01,2025-07-05,2025-07-05,Delivered
PO0006208,SUP0007,WH001,2025-01-17,2025-01-25,2025-01-25,Delivered
PO0006209,SUP0012,WH005,2025-11-28,2025-12-01,2025-12-01,Delivered
PO0006210,SUP0017,WH005,2025-03-21,2025-03-24,2025-03-25,Delivered
PO0006211,SUP0097,WH006,2026-03-29,2026-04-12,2026-04-12,Delivered
PO0006212,SUP0013,WH003,2025-08-10,2025-08-17,2025-08-17,Delivered
PO0006213,SUP0085,WH003,2026-06-08,2026-06-15,2026-06-15,Delivered
PO0006214,SUP0072,WH002,2025-09-13,2025-09-19,2025-09-21,Delivered
PO0006215,SUP0053,WH004,2026-01-13,2026-01-26,2026-01-26,Delivered
PO0006216,SUP0065,WH004,2026-06-22,2026-06-30,2026-06-30,Delivered
PO0006217,SUP0023,WH009,2025-06-09,2025-06-12,2025-06-12,Delivered
PO0006218,SUP0020,WH001,2025-01-28,2025-02-10,2025-02-10,Delivered
PO0006219,SUP0058,WH002,2026-04-26,2026-05-10,2026-05-10,Delivered
PO0006220,SUP0058,WH005,2025-12-19,2025-12-28,2025-12-28,Delivered
PO0006221,SUP0052,WH007,2026-03-05,2026-03-10,2026-03-10,Delivered
PO0006222,SUP0064,WH001,2025-01-14,2025-01-28,2025-01-28,Delivered
PO0006223,SUP0092,WH007,2026-08-01,2026-08-09,2026-08-09,Delivered
PO0006224,SUP0077,WH003,2026-06-11,2026-06-17,2026-06-19,Delivered
PO0006225,SUP0050,WH008,2025-10-26,2025-11-05,2025-11-05,Delivered
PO0006226,SUP0058,WH004,2026-04-23,2026-04-28,2026-04-28,Delivered
PO0006227,SUP0035,WH009,2025-01-15,2025-01-22,2025-01-22,Delivered
PO0006228,SUP0055,WH001,2026-04-11,2026-04-17,2026-04-18,Delivered
PO0006229,SUP0079,WH010,2025-10-02,2025-10-13,2025-10-18,Delivered
PO0006230,SUP0014,WH006,2026-08-26,2026-09-04,,In Transit
PO0006231,SUP0084,WH002,2026-02-25,2026-03-05,2026-03-13,Delivered
PO0006232,SUP0025,WH005,2026-03-07,2026-03-12,2026-03-12,Delivered
PO0006233,SUP0060,WH001,2025-05-17,2025-05-21,2025-05-21,Delivered
PO0006234,SUP0038,WH005,2025-06-09,2025-06-23,2025-06-23,Delivered
PO0006235,SUP0040,WH002,2025-12-03,2025-12-17,2025-12-20,Delivered
PO0006236,SUP0070,WH002,2026-03-03,2026-03-12,2026-03-12,Delivered
PO0006237,SUP0038,WH009,2026-01-23,2026-02-02,2026-02-03,Delivered
PO0006238,SUP0092,WH004,2026-06-11,2026-06-19,2026-06-19,Delivered
PO0006239,SUP0100,WH003,2026-03-12,2026-03-17,2026-03-17,Delivered
PO0006240,SUP0051,WH007,2025-12-17,2025-12-24,2025-12-24,Delivered
PO0006241,SUP0065,WH005,2026-01-08,2026-01-20,2026-01-20,Delivered
PO0006242,SUP0034,WH009,2025-10-30,2025-11-02,2025-11-04,Delivered
PO0006243,SUP0077,WH005,2025-02-19,2025-03-05,2025-03-06,Delivered
PO0006244,SUP0070,WH007,2026-05-30,2026-06-05,2026-06-10,Delivered
PO0006245,SUP0015,WH002,2025-05-29,2025-06-02,2025-06-03,Delivered
PO0006246,SUP0062,WH010,2026-07-23,2026-07-30,2026-07-30,Delivered
PO0006247,SUP0080,WH002,2025-05-09,2025-05-20,2025-05-20,Delivered
PO0006248,SUP0088,WH006,2025-04-21,2025-04-25,2025-04-25,Delivered
